age,workclass,education-num,race,sex,capital-gain,capital-loss,hours-per-week,income-per-year
56,Federal-gov,16,White,Male,0,0,40,>50K
28,Private,6,White,Male,0,0,40,<=50K
33,Private,13,White,Male,0,1902,45,>50K
37,Self-emp-not-inc,10,White,Male,0,0,60,<=50K
37,Private,13,White,Male,3411,0,47,<=50K
36,Federal-gov,13,White,Male,0,0,45,<=50K
41,Private,13,White,Male,0,1887,40,>50K
36,Private,15,White,Male,0,0,55,>50K
21,Private,9,White,Male,0,0,40,<=50K
44,Self-emp-not-inc,10,White,Male,0,0,45,<=50K
25,Private,9,White,Male,0,0,50,<=50K
40,Self-emp-not-inc,10,White,Male,0,0,20,<=50K
25,Private,13,White,Female,0,0,40,>50K
24,State-gov,12,White,Male,0,0,50,<=50K
49,Private,10,White,Female,0,0,40,<=50K
35,Private,9,White,Male,0,0,40,<=50K
40,Self-emp-not-inc,9,White,Male,0,0,45,<=50K
65,Private,5,White,Female,0,0,40,<=50K
49,Self-emp-not-inc,9,White,Male,0,0,30,>50K
20,Private,10,White,Male,0,0,40,<=50K
32,Local-gov,10,White,Male,0,0,40,>50K
47,Private,9,White,Male,0,0,45,<=50K
24,Private,13,White,Female,0,0,40,<=50K
49,Private,9,White,Female,0,0,40,<=50K
56,Private,14,White,Male,0,1977,44,>50K
47,Private,9,White,Male,0,0,40,>50K
26,Private,13,White,Male,0,0,40,<=50K
21,Private,9,White,Male,0,0,50,<=50K
41,Private,9,White,Male,0,1848,40,>50K
30,Private,11,White,Female,0,0,40,>50K
28,Private,4,White,Male,0,0,40,<=50K
25,Private,7,White,Female,0,0,40,<=50K
45,Private,3,White,Male,0,0,38,<=50K
36,Private,9,Asian-Pac-Islander,Female,0,0,20,<=50K
27,Private,9,White,Female,0,0,52,<=50K
31,Private,11,White,Female,0,0,40,<=50K
33,Private,13,Asian-Pac-Islander,Male,7688,0,38,>50K
18,Private,8,White,Male,0,0,6,<=50K
68,Private,9,White,Female,0,0,40,<=50K
37,Private,13,White,Male,15024,0,40,>50K
43,Private,10,White,Female,0,1617,72,<=50K
42,Local-gov,13,White,Male,0,1902,40,>50K
34,Private,9,White,Male,2463,0,40,<=50K
36,Private,13,White,Male,0,0,45,<=50K
42,Local-gov,14,White,Male,0,0,55,>50K
57,Self-emp-not-inc,12,Amer-Indian-Eskimo,Male,0,0,40,<=50K
56,Private,9,White,Female,0,0,38,<=50K
43,State-gov,14,White,Male,0,0,40,>50K
40,Private,9,White,Male,0,1980,48,<=50K
60,Private,9,White,Male,0,0,40,<=50K
40,Private,9,White,Female,0,0,35,<=50K
24,Private,9,White,Male,0,0,50,<=50K
26,Federal-gov,10,White,Female,0,0,40,<=50K
20,Private,10,White,Female,0,0,40,<=50K
75,Private,11,White,Female,0,0,20,<=50K
39,Private,9,Black,Female,0,0,28,<=50K
43,Private,6,Black,Male,0,0,40,<=50K
23,Self-emp-not-inc,12,White,Male,0,0,30,<=50K
42,Private,10,White,Male,0,0,50,>50K
33,Private,10,White,Male,0,0,50,<=50K
42,Private,9,White,Female,0,0,40,<=50K
34,Private,10,Other,Male,0,0,40,<=50K
43,State-gov,16,White,Female,0,0,40,<=50K
33,Private,6,White,Female,3418,0,35,<=50K
25,Private,10,White,Male,0,0,38,<=50K
39,Private,12,White,Male,1506,0,40,<=50K
34,Private,15,Asian-Pac-Islander,Male,0,1564,40,>50K
42,Private,10,White,Female,0,0,45,<=50K
43,Local-gov,14,White,Female,10520,0,50,>50K
18,Self-emp-not-inc,10,White,Male,0,0,30,<=50K
38,Private,13,White,Male,15024,0,50,>50K
22,Private,10,White,Male,0,0,20,<=50K
48,State-gov,14,White,Male,15024,0,40,>50K
43,Private,9,White,Female,0,0,40,<=50K
58,Private,6,White,Male,0,1887,40,>50K
47,Private,10,White,Female,0,0,40,<=50K
43,Self-emp-not-inc,9,White,Female,0,0,20,>50K
38,Self-emp-inc,13,White,Male,7688,0,40,>50K
62,Private,9,White,Male,0,0,20,<=50K
27,Self-emp-not-inc,10,White,Male,0,0,40,<=50K
39,Private,9,White,Male,0,0,40,<=50K
26,Private,13,White,Female,0,0,48,<=50K
62,State-gov,14,White,Female,0,0,24,<=50K
45,Private,9,White,Male,0,0,40,<=50K
37,Private,9,White,Female,0,0,40,>50K
23,Private,13,Asian-Pac-Islander,Female,0,0,20,<=50K
35,Private,9,Black,Male,0,0,40,<=50K
58,Self-emp-not-inc,13,White,Male,0,0,50,<=50K
47,Private,9,Black,Female,0,0,30,<=50K
32,Private,13,White,Female,0,0,40,<=50K
43,Private,10,White,Male,0,0,40,<=50K
53,Private,10,White,Male,0,0,55,<=50K
36,Private,9,White,Male,0,0,50,<=50K
28,Private,13,White,Male,0,0,45,>50K
34,Private,10,White,Female,0,0,40,<=50K
53,Private,10,White,Male,0,0,40,<=50K
49,Private,10,White,Male,0,1902,50,>50K
27,Private,10,Black,Male,0,0,40,<=50K
20,Private,9,Black,Female,0,0,20,<=50K
31,Private,10,White,Male,0,0,40,<=50K
33,Local-gov,10,White,Male,0,0,40,>50K
25,Private,10,White,Male,0,0,60,<=50K
29,Private,13,White,Female,0,0,60,<=50K
29,Private,11,White,Male,0,1887,48,>50K
39,Private,10,White,Male,0,0,40,<=50K
39,Private,10,White,Male,0,0,40,<=50K
39,Private,13,White,Female,0,0,45,<=50K
23,Private,13,White,Female,0,0,40,<=50K
28,Private,9,White,Female,0,0,32,<=50K
30,Private,9,Black,Male,0,0,40,<=50K
42,Private,13,White,Male,0,0,40,<=50K
83,Self-emp-not-inc,9,White,Male,0,0,8,<=50K
54,Private,10,White,Male,0,0,32,<=50K
61,Private,9,White,Male,0,0,50,<=50K
35,Private,13,White,Male,0,0,40,<=50K
57,Private,13,White,Male,0,0,40,>50K
28,Self-emp-not-inc,7,White,Male,0,0,40,<=50K
28,Private,10,White,Male,0,1669,60,<=50K
24,Private,13,White,Male,0,0,55,<=50K
59,Private,9,White,Male,2414,0,15,<=50K
17,Private,7,White,Female,0,0,25,<=50K
32,Private,9,White,Male,0,0,50,<=50K
38,Private,13,White,Female,0,0,50,<=50K
43,Private,10,White,Male,0,0,40,<=50K
49,Private,14,White,Female,0,0,50,>50K
23,Private,9,White,Female,0,0,16,<=50K
45,Self-emp-not-inc,10,White,Male,0,0,45,<=50K
53,Private,14,White,Female,0,1876,38,<=50K
69,Private,13,White,Male,0,0,20,<=50K
69,Self-emp-inc,14,White,Male,6514,0,40,>50K
30,Private,12,White,Female,0,0,25,>50K
28,Self-emp-inc,9,White,Female,0,0,35,<=50K
59,Private,10,White,Male,0,0,34,<=50K
74,Private,3,Black,Male,0,0,40,<=50K
26,Private,9,White,Male,0,0,40,<=50K
23,Private,10,Black,Female,0,0,20,<=50K
29,Private,9,White,Female,0,0,35,<=50K
25,Private,9,Asian-Pac-Islander,Female,0,0,40,<=50K
37,Self-emp-inc,13,White,Male,0,2415,50,>50K
39,Private,9,White,Female,0,0,24,<=50K
20,Private,10,White,Female,0,0,40,<=50K
52,State-gov,14,White,Male,0,0,40,<=50K
32,Private,9,White,Male,0,0,40,<=50K
25,Private,9,White,Female,0,0,30,<=50K
33,Private,13,White,Male,0,0,50,>50K
17,Private,6,Amer-Indian-Eskimo,Female,1055,0,20,<=50K
17,Private,6,White,Male,0,0,20,<=50K
22,Private,9,White,Male,0,0,40,<=50K
43,Private,10,White,Male,0,0,50,<=50K
24,Local-gov,10,White,Female,0,0,40,<=50K
32,Private,11,White,Female,0,0,40,<=50K
36,Private,13,White,Female,0,0,32,>50K
38,Private,11,White,Female,0,0,40,<=50K
36,Private,5,White,Male,0,0,35,<=50K
49,Private,8,White,Female,0,0,40,<=50K
35,Private,9,White,Male,0,0,40,<=50K
26,Private,9,White,Male,0,0,52,>50K
63,Private,10,White,Male,0,0,40,<=50K
66,Federal-gov,6,White,Male,3471,0,40,<=50K
39,Private,9,White,Male,0,0,60,<=50K
29,Private,9,Amer-Indian-Eskimo,Male,0,0,40,<=50K
47,Local-gov,10,Black,Male,0,0,40,<=50K
30,Private,13,White,Male,0,0,40,<=50K
18,Private,7,White,Female,0,0,20,<=50K
43,Private,13,Black,Female,0,0,35,>50K
44,Private,14,White,Male,0,0,44,>50K
45,Private,14,White,Male,0,0,50,<=50K
29,Private,12,White,Male,0,0,50,<=50K
18,Private,7,White,Male,0,0,10,<=50K
37,Private,10,Black,Female,0,0,37,<=50K
47,Private,9,Black,Male,0,0,40,>50K
47,Private,10,White,Male,0,0,50,<=50K
76,Private,14,White,Male,0,0,40,>50K
36,Private,11,White,Female,7298,0,55,>50K
33,Private,10,White,Male,0,0,48,>50K
19,Local-gov,10,White,Female,0,1721,30,<=50K
32,Private,13,White,Male,0,0,44,>50K
37,Self-emp-inc,9,White,Male,0,0,40,>50K
33,Private,13,White,Male,0,0,40,>50K
20,Private,10,White,Male,0,0,30,<=50K
44,Private,10,White,Male,0,0,40,<=50K
43,Private,9,Black,Female,0,0,24,<=50K
22,Private,10,White,Female,0,0,40,<=50K
59,Private,9,White,Male,0,0,40,>50K
42,Private,13,White,Male,7688,0,40,>50K
29,Private,9,White,Female,0,0,25,<=50K
34,Self-emp-not-inc,13,White,Male,0,0,50,<=50K
25,Private,7,White,Male,5178,0,40,>50K
50,Self-emp-inc,10,White,Male,0,0,99,>50K
42,Private,12,Black,Female,0,0,40,<=50K
34,Private,14,White,Female,0,0,50,<=50K
29,Private,9,White,Male,0,0,40,<=50K
49,Local-gov,14,White,Male,0,0,40,>50K
25,Local-gov,9,Amer-Indian-Eskimo,Female,0,0,35,<=50K
25,Private,12,White,Female,0,0,40,<=50K
21,Private,10,Black,Female,0,0,40,<=50K
41,Self-emp-not-inc,11,White,Male,0,0,60,<=50K
40,Private,7,White,Male,0,0,40,<=50K
55,Private,11,White,Male,0,0,20,<=50K
53,Private,9,White,Male,0,0,52,>50K
65,Private,6,White,Male,0,0,22,>50K
22,Private,10,White,Male,0,0,40,<=50K
25,Private,10,Black,Male,0,0,45,<=50K
18,Private,10,White,Male,0,0,40,<=50K
28,Private,9,Black,Female,0,0,40,<=50K
24,Private,9,White,Male,0,0,40,<=50K
27,Private,3,White,Male,0,0,48,<=50K
39,Private,9,White,Female,4687,0,50,>50K
43,Private,10,White,Male,0,0,40,<=50K
34,Self-emp-not-inc,10,White,Male,0,0,55,>50K
57,State-gov,10,White,Female,0,0,40,<=50K
32,Private,9,White,Male,0,0,40,<=50K
46,Federal-gov,13,White,Male,0,0,40,>50K
60,Self-emp-not-inc,4,White,Male,0,0,40,<=50K
34,Private,13,White,Male,0,0,70,<=50K
41,Private,10,White,Male,0,0,52,<=50K
23,Private,10,White,Male,0,0,40,<=50K
48,Private,9,White,Male,0,0,50,>50K
30,Private,11,White,Male,0,0,45,<=50K
40,Private,9,White,Female,0,0,40,<=50K
38,Private,9,White,Male,0,0,40,<=50K
27,Self-emp-not-inc,11,White,Male,0,0,40,<=50K
18,Private,9,White,Male,0,0,40,<=50K
19,Private,7,White,Female,0,0,40,<=50K
17,Private,7,White,Male,0,0,40,<=50K
23,Federal-gov,10,White,Female,0,0,40,<=50K
46,Self-emp-inc,11,White,Male,0,0,60,>50K
29,Private,9,Black,Male,0,0,40,>50K
19,Private,10,White,Female,0,0,20,<=50K
26,Private,9,White,Female,0,0,40,<=50K
53,Private,9,White,Male,0,0,40,<=50K
22,State-gov,10,White,Male,0,0,10,<=50K
26,Private,5,White,Female,0,0,38,<=50K
26,Private,5,White,Male,0,0,45,<=50K
21,Private,10,White,Male,0,0,20,<=50K
44,Private,13,White,Male,0,0,40,>50K
53,Private,5,Black,Male,0,0,40,<=50K
59,Private,2,White,Male,0,0,40,<=50K
42,Private,9,Black,Male,0,0,40,<=50K
49,Private,11,White,Male,0,0,45,>50K
23,Local-gov,9,White,Male,0,0,40,<=50K
42,Self-emp-not-inc,10,Black,Female,0,0,50,<=50K
19,Private,9,White,Female,0,0,30,<=50K
37,State-gov,13,White,Male,0,0,50,>50K
22,Private,9,White,Male,0,0,40,<=50K
34,Private,14,White,Female,0,0,60,>50K
20,Private,9,White,Male,0,0,40,<=50K
36,Private,9,White,Male,0,0,40,<=50K
22,Private,9,Black,Male,0,0,40,<=50K
42,Self-emp-not-inc,9,White,Male,0,0,40,<=50K
50,Self-emp-inc,14,White,Male,0,0,55,>50K
22,Private,11,White,Female,0,0,30,<=50K
64,State-gov,10,White,Female,0,0,65,<=50K
20,Private,9,White,Male,0,0,35,<=50K
41,Local-gov,10,White,Male,0,0,40,<=50K
41,Private,9,White,Male,7298,0,40,>50K
32,Private,10,White,Female,0,0,45,<=50K
22,Private,12,White,Male,0,0,20,<=50K
33,Local-gov,13,White,Female,0,0,50,<=50K
32,Private,9,White,Male,2407,0,40,<=50K
31,Private,10,Black,Female,0,0,40,<=50K
41,Local-gov,9,Black,Male,0,0,40,>50K
37,Private,13,White,Female,0,0,40,>50K
25,Private,10,White,Female,0,0,30,<=50K
37,Private,9,White,Female,0,0,40,<=50K
57,Local-gov,9,White,Male,0,0,25,>50K
23,Private,10,Black,Female,0,0,40,<=50K
34,Private,10,Asian-Pac-Islander,Male,0,0,40,<=50K
36,Self-emp-not-inc,13,White,Male,0,0,45,>50K
57,Self-emp-not-inc,9,White,Male,0,0,60,>50K
32,Private,10,White,Female,0,2205,40,<=50K
55,Private,9,White,Male,0,0,40,<=50K
51,Private,10,White,Female,0,0,60,<=50K
33,Federal-gov,11,Black,Female,0,0,40,>50K
43,Private,13,White,Male,0,1741,40,<=50K
36,State-gov,15,Asian-Pac-Islander,Female,0,0,40,<=50K
39,Federal-gov,10,Black,Female,0,0,40,<=50K
44,Private,9,White,Male,0,0,40,>50K
37,Self-emp-inc,9,White,Male,0,0,40,<=50K
32,Self-emp-not-inc,13,White,Male,0,0,45,>50K
43,Self-emp-not-inc,9,White,Male,0,0,40,<=50K
37,Private,13,White,Female,0,0,40,<=50K
29,State-gov,9,White,Male,0,0,40,>50K
27,Private,13,White,Female,0,0,40,>50K
27,Private,13,White,Female,0,0,36,<=50K
45,Private,16,White,Male,0,0,45,>50K
35,Private,9,White,Male,0,0,40,<=50K
31,Private,2,White,Female,0,0,25,<=50K
21,Private,9,White,Male,0,0,40,<=50K
42,Self-emp-not-inc,13,White,Male,0,0,35,<=50K
50,Local-gov,4,White,Male,0,0,40,<=50K
57,Self-emp-not-inc,15,White,Male,0,0,36,<=50K
38,State-gov,10,Black,Female,0,0,38,<=50K
21,Private,9,White,Male,0,0,20,<=50K
46,Private,12,White,Female,0,0,50,<=50K
44,Local-gov,15,White,Female,0,0,40,<=50K
33,Self-emp-not-inc,9,White,Male,0,0,50,<=50K
32,Private,13,White,Male,0,0,40,<=50K
27,Private,9,White,Male,0,0,40,<=50K
27,Private,10,White,Male,0,0,30,<=50K
33,Private,16,White,Male,99999,0,60,>50K
58,Private,9,White,Male,0,0,45,>50K
50,Private,3,Asian-Pac-Islander,Female,0,0,35,<=50K
49,Private,14,Asian-Pac-Islander,Male,0,0,40,<=50K
30,Federal-gov,5,White,Male,0,0,40,<=50K
49,Private,11,White,Male,0,0,45,<=50K
43,State-gov,13,White,Male,0,0,40,<=50K
33,Federal-gov,15,White,Female,0,0,65,>50K
54,Private,9,White,Male,0,0,40,<=50K
36,Self-emp-inc,10,Asian-Pac-Islander,Male,0,0,55,<=50K
33,Private,9,White,Male,0,0,40,<=50K
53,Private,11,White,Male,0,0,45,<=50K
52,Private,9,White,Male,0,0,40,<=50K
39,Private,10,Asian-Pac-Islander,Female,0,0,38,<=50K
38,Private,13,White,Female,15024,0,40,>50K
30,Private,9,White,Female,0,0,40,<=50K
32,Private,9,White,Male,0,0,60,<=50K
42,Private,10,White,Male,0,0,40,>50K
18,Private,7,White,Female,0,0,24,<=50K
36,State-gov,13,White,Female,0,1672,38,<=50K
27,Private,9,White,Male,0,0,50,<=50K
52,Private,10,White,Female,0,0,20,>50K
70,Private,10,Asian-Pac-Islander,Male,0,0,40,<=50K
39,Private,9,White,Male,0,0,40,>50K
31,Private,9,White,Male,0,0,50,<=50K
59,Private,9,White,Male,0,0,40,<=50K
55,Private,9,White,Female,0,0,50,<=50K
31,Private,10,Black,Female,0,0,40,<=50K
36,Local-gov,13,Black,Female,0,0,40,<=50K
24,Private,11,Asian-Pac-Islander,Female,0,0,20,<=50K
55,Private,13,White,Male,0,0,40,<=50K
30,Private,10,White,Male,0,0,30,<=50K
60,Private,6,White,Male,0,0,40,<=50K
21,Private,12,White,Female,0,0,40,<=50K
23,Private,10,White,Male,0,0,40,<=50K
75,Self-emp-not-inc,7,White,Male,0,0,30,<=50K
51,Private,13,White,Male,7688,0,50,>50K
18,Private,7,White,Female,0,0,15,<=50K
18,Private,9,White,Male,0,0,25,<=50K
47,Private,9,White,Male,4650,0,40,<=50K
25,Private,13,White,Male,4101,0,35,<=50K
37,Private,2,White,Male,0,0,77,<=50K
34,Private,9,White,Male,0,0,40,<=50K
46,Local-gov,13,White,Male,0,0,45,>50K
18,Private,10,White,Female,0,0,15,<=50K
53,Self-emp-not-inc,13,White,Male,0,2415,40,>50K
41,State-gov,9,White,Male,0,0,40,>50K
25,Private,9,White,Female,0,0,37,<=50K
90,Local-gov,12,Asian-Pac-Islander,Male,0,0,20,<=50K
57,Private,14,White,Male,0,2824,50,>50K
55,Federal-gov,10,White,Male,0,0,40,<=50K
63,Self-emp-not-inc,4,White,Male,0,0,30,<=50K
30,Private,13,Black,Male,0,0,40,<=50K
30,Private,13,Black,Female,0,0,40,>50K
33,Private,13,Black,Male,0,0,40,<=50K
28,Private,14,White,Male,0,0,40,>50K
51,Private,10,White,Male,0,0,40,<=50K
73,Private,10,White,Female,20051,0,36,>50K
20,Private,9,White,Male,0,0,40,<=50K
42,Private,9,White,Male,0,0,60,>50K
36,Local-gov,10,White,Male,0,0,55,<=50K
27,Self-emp-inc,13,White,Female,0,0,40,<=50K
61,Private,10,White,Female,0,0,40,<=50K
38,Private,13,White,Male,0,0,50,>50K
46,Private,3,White,Male,0,0,40,<=50K
24,Private,7,Black,Female,0,0,40,<=50K
49,Private,9,White,Male,0,0,50,<=50K
42,Private,11,White,Female,0,0,40,<=50K
53,Private,10,White,Male,0,1977,40,>50K
22,Private,9,White,Female,0,0,46,<=50K
27,Private,13,White,Male,13550,0,46,>50K
47,Private,13,White,Male,0,0,50,<=50K
50,Self-emp-not-inc,16,White,Male,3781,0,40,<=50K
79,Local-gov,7,White,Male,0,0,7,<=50K
20,Private,10,White,Female,0,0,10,<=50K
31,Local-gov,9,White,Male,0,0,41,>50K
47,State-gov,10,White,Male,0,0,38,<=50K
32,Private,6,White,Male,0,0,40,<=50K
35,Private,8,White,Male,0,0,20,<=50K
33,Local-gov,9,Black,Male,2105,0,40,<=50K
29,Private,11,White,Male,0,0,40,<=50K
65,Private,13,White,Male,0,0,40,<=50K
50,Private,13,White,Male,0,0,40,<=50K
59,Local-gov,12,White,Female,0,0,50,<=50K
44,Private,9,White,Male,0,0,40,<=50K
60,Federal-gov,11,White,Male,4934,0,40,>50K
36,Private,6,White,Male,0,0,40,<=50K
51,Private,9,White,Male,0,0,40,<=50K
52,Private,6,White,Male,0,0,30,>50K
42,Private,10,White,Female,0,0,40,<=50K
26,Private,13,White,Male,2463,0,35,<=50K
19,Private,9,White,Female,0,0,26,<=50K
26,Private,9,White,Female,0,1602,15,<=50K
36,Private,11,White,Female,0,0,40,<=50K
49,Private,10,White,Male,0,0,44,<=50K
26,Private,10,White,Female,0,0,40,<=50K
39,Private,9,White,Male,0,1726,40,<=50K
29,Private,9,White,Female,0,0,40,<=50K
26,Private,13,White,Female,0,0,40,<=50K
34,Private,14,White,Female,0,0,40,<=50K
59,Private,10,White,Female,0,0,48,<=50K
52,Private,3,White,Male,0,0,40,<=50K
45,Self-emp-inc,10,White,Male,0,0,50,>50K
24,Private,10,White,Male,0,1762,40,<=50K
27,Private,9,White,Male,0,0,40,<=50K
32,Private,7,White,Male,0,0,40,<=50K
19,Private,9,White,Female,0,0,40,<=50K
25,Private,10,White,Male,0,0,40,<=50K
54,Self-emp-not-inc,10,White,Female,10520,0,30,>50K
19,Private,8,White,Male,0,1602,20,<=50K
20,Private,9,White,Male,0,0,50,<=50K
52,Private,9,White,Male,0,0,40,<=50K
30,Private,10,White,Male,0,1672,45,<=50K
70,Self-emp-inc,10,White,Male,0,0,5,<=50K
56,Private,10,White,Male,0,0,45,>50K
57,Private,9,White,Male,0,0,40,<=50K
81,Self-emp-inc,6,White,Female,2936,0,28,<=50K
24,Private,13,White,Female,0,0,40,<=50K
30,Self-emp-inc,13,White,Male,0,0,43,<=50K
60,Private,9,White,Female,0,0,40,<=50K
35,Private,9,White,Male,0,0,40,<=50K
35,Private,9,Black,Female,0,0,40,<=50K
35,Private,9,White,Male,0,0,40,<=50K
28,Private,8,Other,Male,0,0,40,<=50K
25,Private,13,White,Male,0,0,44,<=50K
40,Private,10,White,Male,7298,0,50,>50K
20,Private,9,White,Female,0,0,40,<=50K
32,Private,10,White,Male,0,0,40,>50K
46,Private,11,White,Male,0,0,50,<=50K
43,Private,14,White,Female,0,0,40,<=50K
35,Private,12,White,Female,0,0,24,<=50K
19,Private,10,White,Female,0,0,25,<=50K
20,Private,10,White,Female,0,0,20,<=50K
49,Private,9,White,Female,0,0,40,<=50K
46,Private,13,Black,Female,0,0,32,<=50K
25,Self-emp-not-inc,9,White,Male,0,0,30,<=50K
56,Private,13,White,Male,0,0,40,>50K
61,Private,3,White,Male,0,1876,56,<=50K
60,Private,4,White,Female,0,0,35,<=50K
23,Private,8,White,Female,0,0,38,<=50K
41,Private,9,White,Male,0,0,6,<=50K
35,Private,11,White,Male,0,0,60,<=50K
24,State-gov,9,White,Male,0,0,49,>50K
28,Private,4,White,Male,0,0,40,<=50K
32,Self-emp-inc,15,White,Male,0,0,40,>50K
19,Private,10,White,Male,0,0,12,<=50K
59,Self-emp-not-inc,13,White,Male,0,0,30,<=50K
20,Private,7,White,Male,0,0,15,<=50K
33,Private,10,Black,Female,0,0,38,<=50K
39,Private,13,White,Male,0,0,45,<=50K
30,Private,9,White,Male,0,0,40,<=50K
44,Self-emp-inc,10,White,Male,7688,0,45,>50K
20,Private,10,White,Male,0,0,40,<=50K
48,Private,9,Black,Female,0,0,40,<=50K
54,Private,14,Asian-Pac-Islander,Male,7298,0,40,>50K
74,Private,13,White,Female,0,0,8,<=50K
29,Private,11,White,Female,0,0,40,<=50K
25,Private,9,White,Male,0,0,60,<=50K
24,Private,9,White,Female,2597,0,40,<=50K
28,Private,9,White,Male,0,0,60,<=50K
81,Private,14,White,Male,0,0,60,<=50K
33,Local-gov,9,Amer-Indian-Eskimo,Male,0,0,40,<=50K
38,Private,11,White,Male,0,0,40,>50K
27,Private,14,White,Female,0,0,40,<=50K
34,Private,10,White,Female,0,0,40,<=50K
20,Never-worked,10,Black,Male,0,0,40,<=50K
18,Private,10,Black,Male,0,0,35,<=50K
22,Private,10,White,Male,0,0,25,<=50K
51,Private,6,White,Female,0,0,25,<=50K
45,Private,9,White,Male,0,0,50,<=50K
35,Private,13,White,Male,0,0,38,<=50K
38,Self-emp-inc,13,White,Male,0,0,70,>50K
56,Private,6,Asian-Pac-Islander,Female,0,0,30,>50K
57,Private,15,White,Female,0,0,40,<=50K
36,Local-gov,11,White,Female,0,0,40,<=50K
17,Self-emp-inc,6,White,Male,0,0,12,<=50K
42,State-gov,10,White,Male,0,0,38,<=50K
50,Self-emp-not-inc,13,White,Male,0,0,13,<=50K
63,Private,2,White,Female,0,0,44,<=50K
34,Private,9,White,Male,0,0,40,<=50K
23,Private,11,Asian-Pac-Islander,Male,0,0,40,<=50K
31,Local-gov,13,White,Male,0,0,97,>50K
39,Private,12,White,Male,0,0,40,<=50K
29,Private,5,White,Female,0,0,48,<=50K
40,Private,9,Black,Male,0,0,40,<=50K
32,Local-gov,13,White,Female,5013,0,45,<=50K
53,State-gov,16,White,Male,0,0,40,>50K
32,Private,11,White,Male,0,0,99,>50K
35,Private,13,White,Male,0,0,50,>50K
39,Private,13,White,Male,0,0,60,<=50K
67,Private,9,White,Female,0,0,24,<=50K
48,Self-emp-not-inc,10,White,Male,0,0,60,<=50K
66,Private,9,Black,Male,0,0,40,<=50K
50,Private,9,Amer-Indian-Eskimo,Female,0,0,40,<=50K
49,Private,5,White,Female,0,0,40,<=50K
27,Self-emp-not-inc,9,White,Male,0,0,30,<=50K
23,Private,10,White,Male,0,0,45,<=50K
68,Private,11,White,Female,0,0,40,<=50K
37,Private,4,White,Male,2580,0,60,<=50K
81,Self-emp-not-inc,9,White,Female,0,0,20,<=50K
35,Private,10,White,Male,0,0,40,<=50K
37,Private,9,White,Male,0,0,40,<=50K
19,Private,9,White,Female,0,0,20,<=50K
29,Private,15,White,Female,0,0,55,<=50K
36,Private,7,White,Male,0,0,60,<=50K
71,Local-gov,13,White,Female,0,0,6,<=50K
45,Private,9,White,Female,0,0,40,<=50K
22,Federal-gov,9,White,Male,0,0,40,<=50K
45,Private,10,White,Male,0,0,40,<=50K
44,State-gov,16,White,Male,0,1902,40,>50K
22,Private,3,White,Male,0,0,40,<=50K
42,Self-emp-inc,15,White,Male,15024,0,65,>50K
23,Private,10,White,Female,0,0,30,<=50K
27,Private,10,Black,Female,0,0,40,<=50K
62,Private,9,White,Female,0,0,32,<=50K
55,Private,13,White,Male,0,0,40,<=50K
49,Private,4,Other,Male,0,0,38,<=50K
46,Private,9,Black,Male,0,0,40,<=50K
43,Private,10,White,Female,0,0,40,<=50K
31,Private,10,White,Male,0,0,40,<=50K
31,Private,10,White,Male,0,0,40,<=50K
54,Self-emp-inc,9,White,Male,7688,0,60,>50K
36,Self-emp-not-inc,4,White,Male,7298,0,45,>50K
29,Local-gov,9,White,Female,0,0,40,<=50K
18,Private,5,Black,Male,0,0,35,<=50K
46,Private,12,White,Male,0,0,40,>50K
20,Private,3,White,Male,0,0,40,<=50K
26,Private,9,White,Female,0,0,40,<=50K
53,Private,8,Other,Female,0,0,35,<=50K
23,Private,9,White,Male,0,0,38,<=50K
30,Private,10,White,Male,0,0,40,<=50K
62,Private,10,White,Female,0,0,40,<=50K
20,Local-gov,9,White,Male,0,0,40,<=50K
22,Private,10,White,Male,0,0,45,<=50K
37,Private,10,White,Male,0,0,40,<=50K
25,Private,13,White,Male,3325,0,48,<=50K
43,Self-emp-inc,16,White,Female,0,0,70,>50K
23,Private,11,White,Male,0,0,20,<=50K
50,Private,7,White,Male,0,0,40,<=50K
30,Private,13,Black,Male,0,0,42,>50K
29,Private,11,Black,Female,0,0,40,<=50K
35,Private,10,White,Male,0,0,40,<=50K
30,Private,4,White,Male,0,0,38,<=50K
48,Self-emp-not-inc,10,White,Female,0,0,50,<=50K
38,Private,9,White,Male,0,0,55,<=50K
25,Private,13,White,Male,0,0,40,<=50K
36,Private,9,Asian-Pac-Islander,Male,0,0,70,<=50K
43,Self-emp-not-inc,14,White,Female,0,0,20,<=50K
36,Private,12,White,Female,0,0,42,<=50K
49,Local-gov,5,White,Male,0,2231,40,>50K
25,Private,12,White,Female,0,0,40,<=50K
36,Local-gov,10,White,Female,0,0,40,<=50K
24,Private,11,White,Male,0,0,40,<=50K
39,Federal-gov,10,Black,Male,0,0,40,<=50K
46,Private,11,White,Male,0,0,40,<=50K
38,Private,5,Black,Female,0,0,24,<=50K
38,Private,14,White,Male,99999,0,65,>50K
29,Private,13,White,Female,3325,0,10,<=50K
34,Private,9,White,Male,0,0,40,<=50K
37,Self-emp-inc,10,White,Male,0,1485,44,>50K
40,Private,9,White,Male,0,0,46,<=50K
34,Private,9,White,Female,0,1669,45,<=50K
51,Local-gov,15,White,Male,3325,0,40,<=50K
28,Self-emp-not-inc,10,White,Male,7298,0,40,>50K
58,Private,13,White,Female,0,0,40,<=50K
