Unnamed: 0,sex,age,race,priors_count,is_recid,c_charge_degree=F,c_charge_degree=M
2918,Male,32,Native American&more,1,neg,0,1
6325,Male,41,Native American&more,3,pos,1,0
243,Male,37,Native American&more,0,neg,1,0
1219,Male,23,African-American,0,pos,0,1
1397,Female,28,Native American&more,0,neg,1,0
3553,Male,56,Native American&more,9,neg,0,1
6609,Male,21,African-American,2,pos,1,0
3339,Male,33,Native American&more,9,neg,0,1
5678,Male,55,Native American&more,1,neg,1,0
2204,Male,24,African-American,17,neg,1,0
519,Male,29,African-American,5,neg,1,0
2901,Female,48,Native American&more,0,pos,1,0
6732,Female,29,Native American&more,0,neg,0,1
1229,Male,22,African-American,0,pos,1,0
525,Male,25,Native American&more,4,neg,1,0
2232,Male,52,African-American,2,pos,1,0
5369,Male,64,African-American,8,neg,0,1
2728,Female,30,Native American&more,0,neg,0,1
1548,Male,21,African-American,0,neg,0,1
2684,Male,26,African-American,4,neg,1,0
5407,Female,36,African-American,1,pos,0,1
29,Male,26,African-American,5,neg,1,0
1672,Male,44,Native American&more,13,neg,1,0
1060,Male,27,African-American,2,pos,1,0
7046,Female,69,Native American&more,5,pos,1,0
2211,Female,37,Native American&more,0,pos,1,0
5980,Male,26,African-American,2,pos,1,0
3153,Male,62,African-American,13,neg,1,0
289,Male,70,Native American&more,1,pos,0,1
4811,Male,37,Native American&more,0,neg,1,0
2214,Male,29,African-American,1,neg,0,1
5046,Male,54,Native American&more,1,pos,1,0
624,Male,29,African-American,0,pos,0,1
1024,Male,46,Native American&more,0,pos,1,0
1615,Male,45,African-American,8,neg,1,0
1116,Male,33,African-American,4,neg,0,1
4943,Male,23,Native American&more,0,neg,0,1
4429,Male,30,African-American,12,neg,1,0
2424,Male,49,Native American&more,0,pos,1,0
3834,Female,55,African-American,1,pos,1,0
163,Male,48,Native American&more,2,pos,0,1
2246,Male,42,African-American,1,pos,1,0
3209,Male,23,African-American,7,neg,1,0
3443,Male,23,Native American&more,2,pos,0,1
1013,Male,27,African-American,5,neg,1,0
6621,Male,20,Native American&more,0,pos,0,1
1586,Male,35,African-American,12,pos,1,0
1004,Male,35,African-American,17,neg,0,1
3013,Male,48,Native American&more,1,pos,0,1
5134,Male,27,Native American&more,0,pos,0,1
6294,Female,26,Native American&more,3,neg,1,0
1829,Male,23,African-American,2,neg,0,1
1912,Male,26,African-American,6,neg,1,0
6856,Male,52,Native American&more,1,pos,1,0
3754,Female,33,Native American&more,0,neg,0,1
6665,Male,49,Native American&more,1,pos,0,1
669,Male,31,African-American,2,pos,0,1
5841,Male,23,Native American&more,0,neg,0,1
1820,Male,32,Native American&more,6,pos,0,1
4132,Female,40,Native American&more,2,pos,0,1
3830,Male,32,African-American,1,pos,1,0
3711,Male,32,African-American,17,neg,1,0
3253,Male,19,African-American,2,neg,1,0
2067,Male,26,African-American,1,pos,1,0
3762,Male,32,African-American,1,pos,1,0
5979,Male,26,Native American&more,9,neg,1,0
2095,Male,35,African-American,1,neg,1,0
2535,Male,32,Native American&more,0,pos,0,1
1201,Female,33,African-American,1,pos,1,0
2917,Male,30,African-American,7,neg,1,0
4824,Male,38,African-American,0,pos,0,1
989,Male,24,Native American&more,2,pos,1,0
646,Female,31,African-American,10,pos,1,0
6905,Female,24,African-American,0,neg,1,0
6894,Male,21,African-American,0,pos,1,0
3851,Male,25,African-American,0,pos,1,0
1532,Male,30,African-American,7,neg,0,1
5643,Male,35,African-American,6,pos,1,0
2876,Male,73,Native American&more,0,pos,0,1
1086,Female,62,Native American&more,2,neg,1,0
662,Female,33,African-American,0,pos,1,0
5475,Male,41,African-American,14,neg,0,1
2585,Male,38,Native American&more,3,neg,1,0
5994,Male,24,Native American&more,5,neg,1,0
3921,Male,28,African-American,5,pos,1,0
6436,Male,26,African-American,2,neg,1,0
6005,Male,52,Native American&more,1,pos,1,0
4012,Male,26,African-American,3,neg,1,0
2332,Male,20,African-American,1,neg,1,0
7061,Male,26,African-American,0,pos,1,0
6338,Male,35,African-American,2,pos,1,0
5025,Male,41,African-American,1,pos,1,0
655,Male,31,African-American,23,neg,1,0
384,Male,22,African-American,4,neg,1,0
5066,Male,24,Native American&more,3,neg,1,0
5502,Male,38,Native American&more,7,neg,1,0
6324,Male,51,Native American&more,3,pos,1,0
3748,Female,48,Native American&more,1,neg,0,1
753,Female,29,African-American,3,pos,1,0
3123,Male,40,Native American&more,1,pos,1,0
3822,Male,47,Native American&more,3,pos,1,0
2179,Male,26,African-American,3,neg,1,0
4571,Male,32,Native American&more,0,neg,1,0
1554,Female,20,African-American,2,neg,1,0
4359,Female,33,African-American,3,pos,0,1
424,Male,29,Native American&more,0,neg,0,1
3896,Male,37,Native American&more,2,pos,1,0
3595,Male,35,Native American&more,2,pos,1,0
4999,Male,59,Native American&more,2,neg,0,1
1906,Male,27,African-American,4,pos,1,0
2083,Male,22,Native American&more,5,neg,1,0
3895,Male,26,Native American&more,1,neg,1,0
6288,Male,26,African-American,1,neg,1,0
2541,Male,30,African-American,9,neg,1,0
1291,Male,38,Native American&more,2,pos,1,0
2386,Male,41,African-American,3,neg,1,0
2276,Male,39,Native American&more,1,pos,1,0
4146,Female,68,African-American,5,pos,1,0
132,Male,28,Native American&more,0,neg,0,1
4613,Male,40,Native American&more,1,pos,0,1
6751,Male,41,African-American,1,pos,0,1
7103,Male,38,African-American,16,neg,0,1
1109,Female,22,Native American&more,0,pos,0,1
198,Female,23,African-American,1,pos,0,1
4880,Female,29,African-American,0,pos,1,0
5579,Male,22,African-American,0,neg,1,0
5702,Male,32,Native American&more,1,pos,0,1
785,Male,36,Native American&more,0,pos,1,0
2575,Female,21,African-American,0,pos,1,0
2048,Male,41,African-American,19,neg,1,0
6067,Male,33,African-American,3,pos,1,0
4271,Male,28,African-American,1,pos,0,1
3603,Male,60,African-American,0,pos,1,0
7189,Male,34,African-American,3,neg,0,1
2320,Male,32,Native American&more,2,pos,1,0
6522,Male,46,Native American&more,0,pos,1,0
5545,Male,30,Native American&more,13,neg,1,0
2668,Male,24,Native American&more,3,neg,1,0
5321,Male,21,Native American&more,1,pos,1,0
2002,Male,35,Native American&more,1,neg,1,0
5759,Male,38,Native American&more,3,pos,0,1
5558,Male,28,African-American,6,neg,0,1
1985,Male,50,Native American&more,0,neg,0,1
3222,Male,26,Native American&more,0,pos,0,1
5187,Male,20,African-American,5,neg,1,0
2356,Male,57,Native American&more,0,pos,1,0
3304,Female,21,African-American,1,neg,1,0
3284,Female,33,African-American,6,neg,0,1
1165,Male,24,African-American,0,pos,1,0
3290,Male,23,Native American&more,0,neg,1,0
2547,Female,54,Native American&more,0,neg,1,0
6286,Male,25,Native American&more,1,pos,1,0
2451,Male,44,Native American&more,4,pos,1,0
224,Female,30,African-American,2,pos,1,0
2863,Male,53,African-American,18,neg,0,1
7060,Male,20,African-American,2,neg,1,0
4882,Male,38,African-American,1,neg,1,0
5106,Male,28,African-American,12,pos,1,0
1416,Male,35,Native American&more,0,pos,0,1
1262,Female,45,Native American&more,5,pos,0,1
4771,Male,28,African-American,1,neg,0,1
4740,Male,40,Native American&more,3,pos,0,1
4356,Male,28,African-American,0,neg,0,1
5522,Male,33,Native American&more,4,pos,1,0
1039,Male,27,African-American,1,neg,1,0
553,Female,48,Native American&more,0,pos,1,0
2688,Male,22,African-American,2,pos,1,0
3226,Male,25,African-American,1,pos,1,0
2068,Male,42,Native American&more,0,pos,1,0
383,Male,26,African-American,6,neg,1,0
4358,Male,24,African-American,0,neg,0,1
1773,Male,34,African-American,3,neg,1,0
3109,Female,30,African-American,0,pos,0,1
5110,Male,35,African-American,3,neg,0,1
4118,Male,21,Native American&more,1,neg,1,0
6851,Male,31,Native American&more,0,pos,1,0
1590,Male,29,African-American,0,pos,1,0
1847,Male,43,Native American&more,0,pos,0,1
6660,Female,40,Native American&more,0,pos,1,0
2486,Male,21,Native American&more,1,neg,0,1
6006,Male,37,Native American&more,0,neg,0,1
6575,Male,54,Native American&more,0,pos,1,0
4492,Male,22,Native American&more,0,neg,1,0
1626,Male,32,African-American,1,neg,1,0
3933,Male,39,Native American&more,6,pos,1,0
2732,Male,35,Native American&more,2,neg,0,1
4520,Female,37,Native American&more,0,pos,0,1
6681,Male,23,African-American,5,neg,1,0
4691,Female,33,African-American,1,pos,1,0
7012,Male,23,Native American&more,0,pos,1,0
2233,Female,39,African-American,7,pos,1,0
505,Male,51,Native American&more,1,pos,0,1
2889,Male,48,Native American&more,3,pos,1,0
6454,Male,26,African-American,10,neg,1,0
1430,Male,42,Native American&more,3,pos,0,1
3031,Male,25,Native American&more,1,pos,1,0
2557,Female,30,African-American,1,neg,1,0
2116,Male,39,Native American&more,8,pos,1,0
1206,Male,32,African-American,4,neg,1,0
1515,Male,33,African-American,7,neg,0,1
1762,Male,32,Native American&more,2,neg,1,0
7020,Male,24,African-American,0,pos,1,0
5083,Female,51,Native American&more,1,pos,0,1
5739,Male,25,Native American&more,5,neg,1,0
6334,Female,30,Native American&more,3,neg,1,0
5337,Male,34,African-American,1,pos,1,0
100,Male,24,African-American,1,pos,1,0
124,Male,33,African-American,19,neg,1,0
1037,Female,21,African-American,0,pos,0,1
149,Male,27,African-American,2,neg,1,0
1938,Male,20,Native American&more,0,neg,1,0
6204,Male,36,Native American&more,1,pos,0,1
2047,Male,56,African-American,1,pos,1,0
502,Male,52,Native American&more,20,pos,1,0
1771,Female,25,African-American,1,pos,0,1
2635,Male,29,Native American&more,2,neg,1,0
5609,Male,62,Native American&more,5,pos,1,0
3858,Female,52,African-American,2,neg,1,0
5119,Female,23,Native American&more,1,pos,0,1
697,Male,24,African-American,1,pos,0,1
4013,Male,37,African-American,11,neg,1,0
11,Male,23,African-American,3,neg,0,1
993,Female,38,African-American,8,neg,0,1
108,Male,43,Native American&more,1,pos,1,0
4493,Male,21,Native American&more,0,neg,0,1
3072,Male,32,African-American,9,neg,0,1
3994,Male,31,African-American,15,neg,0,1
4892,Male,36,African-American,13,neg,1,0
3124,Male,24,African-American,0,pos,1,0
1226,Male,30,Native American&more,2,neg,0,1
62,Male,38,Native American&more,4,neg,0,1
729,Male,22,Native American&more,1,neg,1,0
6050,Male,29,Native American&more,3,neg,1,0
5535,Male,30,African-American,18,neg,0,1
3488,Male,56,African-American,3,neg,0,1
6377,Male,21,African-American,0,neg,1,0
4063,Male,42,African-American,1,pos,0,1
6392,Female,19,African-American,1,neg,1,0
1076,Male,59,Native American&more,2,pos,1,0
4717,Male,56,African-American,0,pos,1,0
138,Male,31,Native American&more,2,neg,0,1
6448,Male,29,African-American,2,neg,0,1
1665,Female,27,African-American,0,pos,0,1
542,Male,47,Native American&more,1,pos,0,1
745,Female,53,Native American&more,0,pos,1,0
6123,Male,61,African-American,8,neg,1,0
3230,Male,46,African-American,9,neg,1,0
1960,Male,57,African-American,8,neg,1,0
3126,Male,61,Native American&more,0,pos,0,1
7112,Male,26,African-American,0,pos,1,0
3674,Male,29,Native American&more,4,neg,0,1
4332,Male,38,African-American,2,neg,1,0
598,Male,27,African-American,3,neg,0,1
4806,Male,24,African-American,3,neg,1,0
6395,Male,41,African-American,6,neg,1,0
4727,Male,32,African-American,3,pos,1,0
4286,Male,26,Native American&more,4,neg,1,0
4521,Male,30,African-American,21,neg,1,0
7049,Female,29,African-American,0,pos,1,0
5892,Female,55,Native American&more,0,pos,0,1
6574,Male,53,African-American,3,pos,0,1
3905,Male,30,Native American&more,6,neg,1,0
4829,Male,25,Native American&more,0,pos,1,0
53,Female,63,Native American&more,1,pos,1,0
7194,Female,30,Native American&more,2,neg,0,1
1633,Male,22,Native American&more,1,pos,1,0
4686,Male,34,Native American&more,1,pos,1,0
5279,Female,31,Native American&more,1,pos,1,0
5482,Male,28,African-American,2,pos,1,0
5508,Male,27,African-American,7,neg,1,0
2546,Male,22,Native American&more,0,pos,1,0
2324,Male,23,Native American&more,0,neg,1,0
4636,Male,50,African-American,13,neg,0,1
2323,Male,38,African-American,3,pos,1,0
3487,Male,52,Native American&more,7,pos,1,0
6087,Female,27,African-American,0,pos,0,1
153,Male,52,Native American&more,13,neg,1,0
69,Female,56,African-American,0,pos,0,1
3451,Male,48,Native American&more,1,pos,1,0
427,Male,22,African-American,3,pos,1,0
1383,Male,27,Native American&more,1,neg,0,1
5380,Male,27,African-American,2,neg,1,0
5011,Male,41,Native American&more,9,pos,1,0
503,Male,66,African-American,33,neg,1,0
6282,Female,22,African-American,0,neg,0,1
5465,Male,23,Native American&more,0,neg,1,0
2956,Male,54,Native American&more,2,neg,0,1
878,Male,23,African-American,6,neg,1,0
1170,Female,22,Native American&more,0,pos,1,0
6471,Male,41,African-American,6,neg,1,0
5520,Male,25,African-American,7,pos,1,0
187,Female,38,Native American&more,2,neg,1,0
549,Female,50,Native American&more,1,pos,1,0
546,Male,44,African-American,1,pos,0,1
1787,Male,33,Native American&more,0,neg,1,0
635,Female,35,Native American&more,0,neg,1,0
2969,Male,37,Native American&more,0,pos,0,1
687,Male,36,African-American,4,pos,0,1
4731,Male,32,African-American,7,neg,1,0
1350,Female,66,Native American&more,1,pos,0,1
2893,Male,38,Native American&more,1,pos,0,1
1054,Male,53,African-American,2,pos,1,0
724,Male,21,Native American&more,1,pos,1,0
5484,Male,22,African-American,0,neg,1,0
4948,Male,39,Native American&more,1,pos,1,0
5732,Male,24,Native American&more,2,pos,0,1
6775,Male,40,Native American&more,1,pos,1,0
3836,Male,26,African-American,0,pos,0,1
2620,Male,26,African-American,12,neg,0,1
2370,Male,38,Native American&more,10,neg,1,0
4287,Male,36,Native American&more,0,neg,0,1
1699,Female,35,Native American&more,4,pos,1,0
1921,Male,38,Native American&more,2,neg,1,0
2536,Male,26,Native American&more,0,pos,0,1
2426,Male,21,African-American,1,neg,1,0
1221,Male,20,African-American,0,pos,1,0
2418,Male,45,African-American,13,neg,1,0
2504,Male,26,African-American,1,neg,1,0
5302,Male,37,Native American&more,1,neg,1,0
1485,Male,35,African-American,2,pos,0,1
2004,Male,38,Native American&more,0,neg,0,1
6480,Female,52,Native American&more,23,neg,1,0
3399,Female,36,African-American,5,neg,1,0
6072,Male,30,Native American&more,0,neg,1,0
773,Male,28,Native American&more,0,pos,1,0
1268,Female,44,Native American&more,1,pos,0,1
3006,Male,21,African-American,0,neg,0,1
3047,Male,31,Native American&more,10,pos,0,1
1556,Male,21,Native American&more,0,neg,1,0
2624,Female,27,African-American,1,pos,1,0
3724,Female,47,Native American&more,0,pos,0,1
2101,Female,30,African-American,0,pos,0,1
2234,Male,21,Native American&more,0,neg,0,1
4519,Female,23,African-American,1,pos,1,0
6103,Male,24,Native American&more,2,neg,1,0
6785,Male,31,African-American,9,neg,0,1
1760,Male,30,African-American,5,neg,1,0
5320,Male,39,Native American&more,1,pos,0,1
5679,Female,22,African-American,1,pos,0,1
6747,Male,23,Native American&more,1,pos,1,0
769,Male,27,African-American,4,neg,1,0
606,Male,43,African-American,1,pos,0,1
4604,Female,36,Native American&more,3,neg,1,0
3992,Male,27,African-American,4,neg,1,0
4856,Female,30,African-American,2,pos,0,1
1931,Male,29,African-American,10,neg,0,1
756,Male,35,Native American&more,5,pos,1,0
2905,Female,22,Native American&more,2,pos,0,1
3519,Male,30,Native American&more,0,pos,1,0
3427,Male,23,African-American,0,neg,1,0
4793,Male,34,Native American&more,5,neg,1,0
711,Male,37,African-American,5,neg,1,0
3893,Male,25,African-American,4,neg,0,1
825,Male,25,African-American,3,neg,0,1
3368,Male,36,African-American,25,neg,0,1
804,Male,39,African-American,0,pos,1,0
6904,Male,36,African-American,2,neg,0,1
1035,Male,43,African-American,0,neg,0,1
1403,Male,25,Native American&more,2,neg,0,1
850,Male,21,African-American,1,neg,1,0
126,Male,22,Native American&more,4,neg,1,0
7130,Male,30,African-American,3,neg,1,0
3494,Male,42,African-American,5,pos,1,0
3151,Male,29,African-American,2,neg,0,1
7097,Female,22,African-American,1,pos,1,0
4005,Male,29,African-American,0,neg,1,0
2298,Male,25,Native American&more,2,pos,0,1
4994,Male,59,Native American&more,0,pos,0,1
6425,Male,25,African-American,4,pos,0,1
1317,Male,43,African-American,2,pos,1,0
6477,Male,22,Native American&more,1,neg,1,0
67,Male,27,African-American,6,neg,1,0
6504,Male,39,Native American&more,3,pos,0,1
4957,Female,48,Native American&more,0,pos,1,0
4945,Male,30,African-American,3,neg,1,0
6873,Male,52,African-American,23,neg,1,0
1000,Male,28,African-American,1,pos,1,0
7068,Male,38,Native American&more,1,neg,0,1
844,Male,43,Native American&more,3,pos,1,0
5790,Male,24,African-American,10,neg,1,0
1604,Male,43,Native American&more,9,pos,1,0
6956,Male,47,African-American,3,neg,0,1
172,Male,62,African-American,8,pos,1,0
869,Male,46,Native American&more,0,pos,1,0
530,Male,31,African-American,0,pos,1,0
6661,Male,22,African-American,4,pos,0,1
2444,Male,38,Native American&more,1,pos,0,1
1451,Male,69,African-American,3,pos,0,1
6859,Male,30,Native American&more,1,neg,0,1
593,Male,20,Native American&more,0,neg,0,1
4184,Female,22,Native American&more,0,pos,0,1
3883,Male,49,African-American,0,pos,0,1
1308,Male,27,African-American,0,pos,0,1
2149,Male,29,African-American,0,pos,1,0
1784,Female,28,African-American,1,pos,1,0
1823,Male,39,Native American&more,2,pos,0,1
3709,Male,35,Native American&more,5,neg,0,1
6409,Male,23,African-American,6,neg,1,0
5123,Female,56,African-American,2,pos,1,0
6986,Male,22,African-American,3,neg,1,0
19,Male,31,Native American&more,5,neg,1,0
5007,Male,22,Native American&more,0,neg,1,0
34,Male,49,Native American&more,7,neg,1,0
4366,Male,21,African-American,0,pos,1,0
350,Male,37,Native American&more,0,pos,1,0
5861,Male,27,African-American,0,pos,0,1
462,Male,26,African-American,10,neg,1,0
4301,Female,54,African-American,6,pos,1,0
5229,Male,23,Native American&more,11,neg,1,0
6075,Male,35,African-American,1,pos,1,0
3536,Male,41,African-American,5,pos,0,1
5965,Male,32,African-American,6,pos,1,0
4641,Male,25,African-American,8,pos,1,0
1491,Male,29,African-American,7,pos,1,0
691,Male,33,African-American,3,neg,0,1
4659,Male,54,Native American&more,2,neg,1,0
5147,Male,22,Native American&more,1,pos,1,0
4133,Male,27,African-American,9,neg,1,0
2779,Male,23,Native American&more,0,neg,1,0
6444,Male,48,Native American&more,0,pos,1,0
3923,Male,25,African-American,0,neg,1,0
6613,Male,24,African-American,7,neg,0,1
1821,Male,36,African-American,2,pos,1,0
1080,Male,32,African-American,0,pos,1,0
5887,Female,30,Native American&more,1,pos,0,1
5737,Female,26,Native American&more,1,neg,0,1
2284,Female,21,African-American,4,neg,1,0
4910,Male,23,African-American,1,pos,1,0
2789,Male,30,African-American,4,neg,0,1
6603,Male,47,African-American,5,pos,1,0
2330,Male,49,African-American,3,pos,1,0
6402,Male,46,Native American&more,0,neg,0,1
3181,Male,30,African-American,14,neg,1,0
762,Male,27,Native American&more,3,pos,0,1
6931,Female,51,Native American&more,0,pos,0,1
1443,Male,24,African-American,5,neg,1,0
5357,Male,24,African-American,0,neg,0,1
5559,Male,35,African-American,0,pos,1,0
4531,Male,23,African-American,2,neg,1,0
3782,Male,35,African-American,1,pos,1,0
5342,Male,45,Native American&more,1,pos,1,0
6400,Male,38,African-American,4,pos,0,1
6484,Male,39,African-American,8,pos,1,0
4748,Male,24,Native American&more,2,pos,1,0
1928,Male,34,African-American,7,neg,1,0
4200,Male,31,African-American,0,neg,1,0
3168,Female,24,African-American,1,pos,1,0
3305,Female,37,Native American&more,7,neg,1,0
3311,Male,31,Native American&more,0,pos,1,0
39,Male,29,Native American&more,0,pos,0,1
5099,Male,22,African-American,0,neg,1,0
6332,Male,56,Native American&more,3,pos,0,1
2941,Female,20,African-American,0,pos,1,0
3947,Male,32,Native American&more,6,neg,1,0
6644,Male,35,Native American&more,0,pos,0,1
6700,Male,24,African-American,1,pos,1,0
782,Male,22,Native American&more,0,neg,1,0
6240,Female,21,Native American&more,1,neg,1,0
1768,Male,25,African-American,1,pos,1,0
4335,Male,32,Native American&more,5,neg,1,0
6715,Male,31,Native American&more,3,pos,0,1
6925,Male,27,African-American,10,pos,1,0
3065,Male,63,African-American,6,pos,1,0
1145,Female,60,Native American&more,0,pos,1,0
6102,Male,38,Native American&more,1,neg,1,0
2563,Male,45,Native American&more,8,pos,1,0
2788,Male,34,African-American,0,neg,1,0
5253,Male,52,African-American,7,neg,0,1
4412,Female,29,Native American&more,0,pos,0,1
5532,Male,67,Native American&more,0,neg,0,1
1053,Male,53,Native American&more,0,pos,1,0
293,Male,26,African-American,1,neg,0,1
74,Male,27,Native American&more,1,neg,1,0
1374,Male,23,African-American,0,neg,1,0
4114,Male,28,Native American&more,16,neg,1,0
2939,Male,23,Native American&more,3,neg,1,0
6813,Male,26,African-American,3,neg,0,1
4840,Male,37,African-American,3,neg,0,1
591,Female,21,Native American&more,0,pos,1,0
93,Male,71,African-American,12,pos,0,1
5688,Female,31,Native American&more,2,pos,0,1
4355,Female,37,African-American,3,pos,1,0
6586,Male,21,African-American,0,neg,0,1
1644,Male,30,African-American,21,neg,1,0
2819,Male,21,Native American&more,1,neg,1,0
1001,Male,44,Native American&more,6,pos,1,0
5648,Male,27,African-American,7,neg,1,0
6147,Male,49,African-American,10,neg,1,0
4946,Male,44,Native American&more,1,neg,1,0
871,Female,30,African-American,4,pos,1,0
1724,Male,34,African-American,27,neg,1,0
3641,Male,53,Native American&more,1,pos,1,0
212,Female,28,African-American,1,pos,1,0
103,Male,24,Native American&more,8,neg,1,0
3596,Male,53,Native American&more,1,neg,0,1
5351,Male,23,African-American,1,pos,0,1
27,Male,27,African-American,8,neg,1,0
507,Male,26,African-American,1,pos,1,0
626,Male,24,African-American,4,neg,1,0
3154,Male,22,African-American,5,neg,0,1
2207,Female,29,Native American&more,1,neg,1,0
2658,Male,45,Native American&more,1,pos,0,1
1549,Male,26,African-American,14,neg,1,0
1033,Male,55,Native American&more,2,pos,1,0
1325,Female,58,African-American,4,pos,1,0
5719,Female,43,African-American,0,pos,0,1
991,Female,42,Native American&more,2,pos,0,1
6610,Male,25,African-American,6,pos,0,1
4849,Male,21,African-American,0,neg,1,0
3575,Male,24,African-American,1,neg,1,0
4442,Female,34,African-American,1,pos,1,0
6889,Male,22,Native American&more,1,neg,1,0
5698,Male,30,African-American,0,pos,1,0
5462,Male,30,Native American&more,6,neg,0,1
2461,Male,37,Native American&more,1,pos,0,1
2657,Male,22,African-American,0,pos,1,0
4015,Female,25,African-American,5,pos,0,1
2649,Male,45,Native American&more,19,neg,1,0
5949,Male,37,Native American&more,2,neg,1,0
343,Male,51,Native American&more,1,pos,0,1
2,Male,24,African-American,4,neg,1,0
3025,Male,41,Native American&more,0,pos,1,0
7181,Male,51,African-American,7,neg,0,1
5481,Male,29,Native American&more,9,neg,1,0
2859,Female,23,Native American&more,0,pos,0,1
6333,Female,29,African-American,1,pos,0,1
1029,Male,59,African-American,2,pos,0,1
4069,Female,52,Native American&more,1,pos,1,0
6535,Male,20,Native American&more,1,pos,1,0
4096,Male,50,African-American,0,pos,1,0
226,Male,27,African-American,11,neg,1,0
2940,Male,25,African-American,1,neg,1,0
2661,Female,52,Native American&more,0,pos,0,1
5870,Male,32,African-American,1,pos,0,1
4053,Male,23,African-American,4,pos,1,0
6115,Male,23,Native American&more,4,neg,0,1
5990,Male,25,Native American&more,0,neg,1,0
2050,Male,30,Native American&more,5,neg,1,0
4447,Male,41,Native American&more,0,pos,1,0
267,Male,31,Native American&more,2,neg,0,1
4421,Male,23,African-American,5,neg,1,0
1895,Female,23,African-American,4,neg,0,1
6415,Male,63,African-American,2,pos,0,1
4276,Male,51,Native American&more,1,neg,1,0
1613,Male,45,Native American&more,4,pos,1,0
2857,Male,20,African-American,1,neg,0,1
1348,Male,32,African-American,2,pos,0,1
4137,Male,30,African-American,9,neg,1,0
2417,Male,36,African-American,1,neg,0,1
5184,Female,33,African-American,0,pos,0,1
3391,Male,38,African-American,0,pos,1,0
4580,Male,32,African-American,2,pos,1,0
6248,Male,23,Native American&more,1,pos,1,0
5576,Male,26,African-American,7,neg,1,0
4222,Male,31,Native American&more,0,neg,0,1
6257,Male,55,African-American,5,pos,1,0
778,Male,37,African-American,4,pos,1,0
1069,Male,29,Native American&more,1,pos,0,1
4369,Male,41,African-American,0,pos,1,0
2423,Male,54,Native American&more,0,pos,0,1
1527,Female,27,Native American&more,1,neg,1,0
2693,Male,56,African-American,9,pos,0,1
402,Male,25,Native American&more,0,pos,1,0
6864,Male,28,African-American,5,neg,1,0
6973,Male,22,African-American,0,neg,0,1
253,Male,36,Native American&more,8,neg,1,0
4976,Female,50,Native American&more,1,pos,0,1
3163,Male,37,African-American,1,pos,1,0
347,Male,23,African-American,1,pos,1,0
2334,Male,67,Native American&more,3,pos,1,0
765,Female,23,African-American,0,neg,1,0
4666,Male,40,Native American&more,4,neg,1,0
4624,Male,22,Native American&more,2,neg,1,0
1284,Female,26,African-American,5,neg,1,0
60,Male,63,African-American,10,neg,0,1
3693,Male,44,Native American&more,0,neg,0,1
6086,Male,56,Native American&more,0,pos,0,1
1542,Male,49,Native American&more,1,pos,1,0
5714,Female,34,African-American,1,pos,0,1
7038,Male,50,Native American&more,4,pos,0,1
5647,Male,58,Native American&more,3,pos,0,1
2148,Male,38,African-American,15,pos,1,0
6623,Female,24,Native American&more,0,pos,1,0
33,Male,55,Native American&more,0,pos,1,0
5145,Male,56,Native American&more,1,pos,1,0
6117,Male,50,Native American&more,3,neg,1,0
2477,Male,23,Native American&more,0,pos,0,1
5526,Female,23,African-American,0,pos,0,1
3039,Female,35,Native American&more,1,pos,0,1
2473,Female,36,African-American,1,pos,0,1
4235,Female,63,African-American,1,pos,1,0
952,Male,23,African-American,2,neg,1,0
5601,Male,25,African-American,0,pos,1,0
1690,Female,44,Native American&more,4,neg,1,0
6411,Male,47,Native American&more,0,pos,0,1
3048,Male,35,Native American&more,2,neg,0,1
1236,Male,33,African-American,6,pos,0,1
3980,Male,48,Native American&more,7,pos,1,0
1405,Male,22,African-American,3,neg,1,0
7003,Male,46,African-American,2,neg,1,0
5503,Male,24,African-American,0,pos,1,0
6061,Male,26,African-American,2,pos,0,1
339,Male,28,African-American,3,neg,1,0
1802,Male,59,Native American&more,1,pos,1,0
6018,Male,41,African-American,9,pos,0,1
6930,Male,28,Native American&more,0,pos,0,1
5361,Male,38,Native American&more,0,neg,0,1
4350,Female,32,Native American&more,0,pos,0,1
870,Male,48,African-American,5,neg,0,1
6647,Male,32,African-American,0,pos,1,0
4523,Male,20,Native American&more,0,neg,0,1
3876,Male,23,Native American&more,0,neg,1,0
6247,Male,49,African-American,29,neg,1,0
6137,Male,22,Native American&more,0,pos,0,1
86,Male,22,African-American,2,neg,1,0
1126,Male,61,African-American,1,neg,1,0
2145,Male,40,Native American&more,4,neg,0,1
3361,Male,22,Native American&more,0,neg,1,0
146,Male,33,African-American,8,neg,0,1
5142,Male,40,African-American,8,neg,0,1
693,Male,33,African-American,4,neg,1,0
1129,Female,52,African-American,1,pos,1,0
5995,Male,35,African-American,22,neg,1,0
1999,Female,33,African-American,0,pos,0,1
7066,Male,20,Native American&more,1,neg,1,0
6577,Female,35,African-American,7,neg,1,0
365,Male,34,Native American&more,2,neg,0,1
4807,Male,39,African-American,0,neg,0,1
58,Male,53,Native American&more,8,pos,1,0
2748,Female,35,Native American&more,2,pos,1,0
522,Male,55,African-American,0,neg,0,1
3583,Male,28,African-American,4,pos,1,0
5469,Male,21,African-American,1,neg,1,0
1605,Male,32,Native American&more,0,pos,0,1
3454,Male,31,Native American&more,3,neg,1,0
6579,Male,26,African-American,9,neg,0,1
3621,Female,37,Native American&more,0,neg,0,1
5513,Male,46,Native American&more,1,pos,1,0
3805,Male,22,African-American,1,neg,1,0
1182,Male,42,Native American&more,0,pos,0,1
