age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,income-per-year,workclass
56.0,4.0,Black&more,Female,0.0,0.0,20.0,<=50K,Private
33.0,9.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
23.0,10.0,White,Female,0.0,0.0,12.0,<=50K,Private
27.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
55.0,10.0,White,Male,0.0,0.0,99.0,<=50K,Self-emp-not-inc
23.0,8.0,White,Female,0.0,0.0,25.0,<=50K,Private
30.0,10.0,White,Female,0.0,0.0,30.0,<=50K,Private
46.0,10.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
29.0,13.0,White,Female,0.0,0.0,35.0,<=50K,Private
63.0,13.0,White,Male,0.0,2179.0,36.0,<=50K,Private
35.0,10.0,Black&more,Male,4508.0,0.0,16.0,<=50K,Private
55.0,10.0,Black&more,Female,0.0,0.0,37.0,<=50K,State-gov
47.0,9.0,White,Male,0.0,0.0,30.0,<=50K,Private
41.0,9.0,White,Female,0.0,0.0,60.0,<=50K,Private
40.0,10.0,White,Male,0.0,0.0,48.0,<=50K,Private
29.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
59.0,16.0,White,Male,0.0,0.0,40.0,<=50K,Private
34.0,9.0,White,Female,0.0,0.0,65.0,<=50K,Private
40.0,10.0,White,Male,4934.0,0.0,48.0,>50K,Private
55.0,6.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
60.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
25.0,9.0,White,Male,0.0,0.0,42.0,<=50K,Private
44.0,13.0,White,Male,0.0,0.0,32.0,>50K,Local-gov
59.0,6.0,White,Male,0.0,0.0,32.0,<=50K,Private
52.0,4.0,Black&more,Female,0.0,0.0,16.0,<=50K,Private
18.0,6.0,White,Male,0.0,0.0,32.0,<=50K,Private
26.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
27.0,9.0,White,Male,0.0,0.0,40.0,>50K,Private
49.0,14.0,White,Male,0.0,0.0,40.0,>50K,Self-emp-inc
50.0,4.0,White,Male,0.0,0.0,32.0,<=50K,Private
43.0,13.0,White,Male,0.0,0.0,32.0,>50K,Private
40.0,8.0,White,Male,0.0,0.0,32.0,<=50K,Private
49.0,9.0,White,Male,0.0,0.0,34.0,<=50K,Private
38.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
31.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
24.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
18.0,7.0,White,Male,0.0,0.0,13.0,<=50K,Private
56.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
65.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
49.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
29.0,10.0,White,Male,0.0,0.0,34.0,<=50K,Private
66.0,5.0,Black&more,Female,0.0,0.0,30.0,<=50K,Private
22.0,10.0,White,Female,0.0,0.0,25.0,<=50K,Private
55.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
28.0,10.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
29.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
19.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
37.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
25.0,13.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
37.0,13.0,White,Female,0.0,0.0,35.0,<=50K,Private
38.0,15.0,White,Female,0.0,0.0,40.0,<=50K,Private
52.0,10.0,Black&more,Male,0.0,0.0,32.0,<=50K,Local-gov
34.0,7.0,Black&more,Male,0.0,0.0,32.0,<=50K,Local-gov
19.0,5.0,White,Male,0.0,1617.0,28.0,<=50K,Private
26.0,4.0,White,Male,0.0,0.0,32.0,<=50K,Private
18.0,7.0,White,Male,0.0,0.0,16.0,<=50K,State-gov
27.0,10.0,White,Male,0.0,0.0,39.0,<=50K,Private
52.0,3.0,White,Male,0.0,0.0,32.0,<=50K,Private
34.0,7.0,White,Male,0.0,0.0,24.0,<=50K,Private
43.0,13.0,Black&more,Female,0.0,0.0,40.0,>50K,Private
17.0,7.0,White,Female,0.0,0.0,30.0,<=50K,Private
38.0,9.0,White,Male,0.0,0.0,48.0,<=50K,Private
19.0,6.0,White,Male,0.0,0.0,24.0,<=50K,Private
53.0,9.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
27.0,11.0,White,Male,0.0,0.0,48.0,<=50K,Private
42.0,12.0,White,Female,0.0,0.0,40.0,<=50K,Private
39.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
28.0,9.0,Black&more,Male,0.0,0.0,36.0,<=50K,Private
43.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
30.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
44.0,12.0,White,Female,0.0,0.0,56.0,>50K,Local-gov
38.0,13.0,White,Female,0.0,0.0,40.0,<=50K,State-gov
40.0,10.0,White,Male,0.0,0.0,39.0,>50K,Private
28.0,13.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-not-inc
47.0,13.0,White,Male,0.0,0.0,48.0,>50K,State-gov
47.0,11.0,White,Male,0.0,0.0,40.0,<=50K,Private
46.0,9.0,White,Male,0.0,0.0,35.0,>50K,Private
50.0,9.0,White,Female,0.0,0.0,45.0,<=50K,Private
44.0,15.0,White,Male,0.0,0.0,40.0,>50K,Self-emp-inc
47.0,15.0,White,Male,25236.0,0.0,40.0,>50K,Self-emp-inc
49.0,10.0,White,Male,0.0,0.0,32.0,>50K,State-gov
33.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
38.0,10.0,White,Male,0.0,0.0,44.0,<=50K,Private
47.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Federal-gov
34.0,9.0,White,Male,3942.0,0.0,40.0,<=50K,Local-gov
34.0,10.0,White,Male,0.0,0.0,40.0,>50K,Private
44.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
29.0,12.0,White,Female,0.0,0.0,50.0,<=50K,Private
32.0,6.0,Black&more,Female,0.0,0.0,23.0,<=50K,Private
25.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
24.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
28.0,13.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
44.0,3.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
31.0,13.0,White,Male,0.0,1848.0,36.0,>50K,Private
60.0,7.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-not-inc
50.0,13.0,Black&more,Female,0.0,0.0,37.0,<=50K,State-gov
28.0,13.0,White,Male,0.0,0.0,40.0,<=50K,Private
31.0,13.0,White,Female,0.0,0.0,50.0,<=50K,Local-gov
21.0,9.0,White,Male,0.0,0.0,16.0,<=50K,Private
60.0,9.0,White,Male,0.0,1092.0,57.0,>50K,Private
60.0,9.0,White,Male,7430.0,0.0,32.0,>50K,Private
48.0,9.0,White,Female,0.0,0.0,40.0,>50K,Federal-gov
47.0,14.0,White,Male,0.0,0.0,38.0,>50K,State-gov
53.0,11.0,White,Female,0.0,0.0,40.0,<=50K,Private
22.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
26.0,13.0,White,Female,0.0,0.0,45.0,<=50K,Private
41.0,9.0,White,Male,0.0,0.0,22.0,<=50K,Self-emp-not-inc
37.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Federal-gov
71.0,2.0,White,Female,0.0,0.0,28.0,<=50K,Self-emp-not-inc
32.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
34.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Private
22.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
61.0,14.0,White,Male,0.0,0.0,40.0,<=50K,Private
50.0,9.0,White,Male,0.0,0.0,66.0,<=50K,Private
22.0,9.0,White,Female,0.0,0.0,35.0,<=50K,Private
22.0,13.0,White,Female,8614.0,0.0,40.0,>50K,Private
90.0,13.0,White,Male,0.0,0.0,16.0,<=50K,Private
22.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Private
43.0,9.0,White,Female,0.0,0.0,44.0,<=50K,Private
38.0,9.0,White,Female,0.0,0.0,60.0,<=50K,Private
34.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
31.0,9.0,White,Male,0.0,0.0,42.0,<=50K,Private
24.0,8.0,White,Male,0.0,0.0,32.0,<=50K,Private
58.0,13.0,White,Male,0.0,0.0,57.0,<=50K,Private
32.0,9.0,White,Female,0.0,0.0,50.0,<=50K,Private
62.0,13.0,White,Male,7430.0,0.0,40.0,>50K,Private
44.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
47.0,10.0,Black&more,Male,0.0,0.0,32.0,>50K,Self-emp-not-inc
42.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
30.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
20.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
41.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
43.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
54.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
17.0,7.0,White,Female,0.0,0.0,12.0,<=50K,Private
17.0,6.0,White,Female,0.0,0.0,30.0,<=50K,Private
81.0,13.0,White,Female,0.0,1668.0,3.0,<=50K,Self-emp-not-inc
34.0,10.0,White,Male,0.0,0.0,36.0,>50K,Private
36.0,13.0,White,Female,0.0,0.0,35.0,>50K,Private
51.0,6.0,White,Female,0.0,0.0,40.0,<=50K,Self-emp-not-inc
28.0,9.0,White,Male,0.0,0.0,16.0,<=50K,Local-gov
33.0,6.0,White,Male,0.0,0.0,32.0,<=50K,Private
40.0,14.0,White,Female,0.0,0.0,55.0,<=50K,Private
29.0,9.0,White,Male,0.0,0.0,30.0,<=50K,Private
30.0,13.0,White,Male,0.0,1848.0,32.0,>50K,Private
40.0,14.0,White,Male,7430.0,0.0,32.0,>50K,Private
36.0,14.0,White,Male,10566.0,0.0,40.0,>50K,Private
21.0,10.0,Black&more,Male,0.0,0.0,16.0,<=50K,Private
37.0,13.0,Black&more,Female,15024.0,0.0,40.0,>50K,Private
64.0,6.0,White,Male,0.0,0.0,32.0,>50K,Private
68.0,9.0,White,Female,0.0,2824.0,40.0,<=50K,Federal-gov
65.0,15.0,White,Male,15831.0,0.0,48.0,>50K,Private
21.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
55.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Federal-gov
64.0,13.0,White,Male,0.0,0.0,32.0,<=50K,State-gov
28.0,5.0,White,Female,0.0,0.0,40.0,<=50K,Private
29.0,14.0,Black&more,Female,0.0,0.0,20.0,<=50K,State-gov
27.0,14.0,White,Male,0.0,0.0,32.0,<=50K,Private
39.0,13.0,White,Male,14344.0,0.0,99.0,>50K,Private
43.0,13.0,White,Male,3273.0,0.0,32.0,<=50K,Private
40.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
69.0,10.0,White,Male,0.0,0.0,21.0,<=50K,Private
22.0,9.0,White,Female,4508.0,0.0,40.0,<=50K,Private
36.0,8.0,White,Male,0.0,0.0,32.0,<=50K,Private
34.0,13.0,White,Female,5178.0,0.0,25.0,>50K,State-gov
32.0,13.0,White,Female,0.0,0.0,32.0,<=50K,Private
38.0,9.0,White,Male,4101.0,0.0,28.0,<=50K,Self-emp-not-inc
44.0,10.0,White,Male,0.0,0.0,48.0,>50K,Private
27.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
54.0,9.0,White,Male,0.0,0.0,16.0,<=50K,Private
34.0,9.0,White,Female,0.0,0.0,32.0,<=50K,Private
32.0,13.0,White,Female,0.0,0.0,45.0,<=50K,Private
34.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Local-gov
38.0,13.0,White,Male,7430.0,0.0,32.0,>50K,Private
48.0,9.0,White,Female,0.0,0.0,35.0,<=50K,Private
22.0,13.0,White,Female,0.0,0.0,32.0,<=50K,Private
27.0,13.0,White,Female,0.0,0.0,36.0,<=50K,Private
31.0,10.0,White,Female,0.0,0.0,25.0,<=50K,Private
40.0,10.0,White,Female,0.0,0.0,60.0,<=50K,Private
36.0,13.0,White,Male,0.0,0.0,32.0,>50K,Private
33.0,11.0,White,Male,0.0,0.0,57.0,<=50K,Local-gov
48.0,13.0,White,Female,99999.0,0.0,40.0,>50K,Private
21.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
24.0,13.0,White,Male,0.0,0.0,16.0,<=50K,Private
36.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
20.0,8.0,White,Female,0.0,0.0,35.0,<=50K,Private
25.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
27.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Private
24.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
24.0,9.0,White,Female,0.0,0.0,55.0,<=50K,Private
56.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-not-inc
33.0,13.0,White,Male,0.0,0.0,44.0,>50K,Private
28.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
29.0,13.0,White,Female,0.0,0.0,25.0,>50K,Local-gov
29.0,10.0,Black&more,Female,2174.0,0.0,40.0,<=50K,Federal-gov
27.0,9.0,White,Male,0.0,0.0,30.0,<=50K,Private
36.0,13.0,White,Male,0.0,0.0,40.0,>50K,Private
41.0,11.0,White,Female,7688.0,0.0,44.0,>50K,Private
36.0,9.0,White,Male,0.0,0.0,36.0,<=50K,Private
41.0,13.0,Black&more,Male,0.0,0.0,32.0,<=50K,State-gov
28.0,12.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
18.0,9.0,Black&more,Male,0.0,0.0,29.0,<=50K,Private
33.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
24.0,13.0,White,Female,0.0,0.0,45.0,<=50K,Private
27.0,10.0,White,Male,0.0,0.0,36.0,<=50K,Private
56.0,9.0,White,Male,0.0,0.0,34.0,<=50K,Private
43.0,13.0,White,Female,0.0,0.0,35.0,>50K,Private
30.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
17.0,7.0,White,Female,0.0,0.0,8.0,<=50K,Private
27.0,15.0,White,Female,0.0,0.0,45.0,<=50K,Private
17.0,6.0,White,Female,0.0,1602.0,18.0,<=50K,Private
51.0,13.0,White,Male,0.0,1848.0,32.0,>50K,Local-gov
25.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
42.0,10.0,Black&more,Male,2885.0,0.0,24.0,<=50K,Self-emp-inc
54.0,13.0,White,Male,7430.0,0.0,40.0,>50K,Private
33.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
66.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-inc
34.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
18.0,7.0,White,Female,0.0,0.0,10.0,<=50K,Never-worked
49.0,10.0,White,Female,0.0,0.0,50.0,<=50K,State-gov
20.0,10.0,White,Female,2176.0,0.0,40.0,<=50K,Private
24.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
32.0,4.0,White,Female,0.0,0.0,40.0,<=50K,Private
29.0,3.0,White,Female,0.0,0.0,40.0,<=50K,Private
44.0,14.0,White,Male,0.0,0.0,32.0,>50K,Private
26.0,9.0,White,Male,0.0,0.0,16.0,<=50K,Private
21.0,10.0,White,Male,0.0,0.0,28.0,<=50K,Private
33.0,6.0,White,Female,0.0,0.0,36.0,<=50K,Private
40.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Self-emp-inc
36.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
39.0,14.0,White,Male,0.0,0.0,32.0,<=50K,Private
56.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
59.0,9.0,White,Male,0.0,0.0,32.0,>50K,Self-emp-not-inc
38.0,12.0,White,Male,0.0,0.0,40.0,>50K,Private
47.0,11.0,White,Male,0.0,0.0,32.0,>50K,Local-gov
27.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
19.0,10.0,White,Female,0.0,0.0,20.0,<=50K,Private
35.0,10.0,White,Male,0.0,0.0,36.0,<=50K,Private
56.0,9.0,White,Male,0.0,0.0,23.0,<=50K,Private
62.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
26.0,14.0,White,Male,0.0,0.0,26.0,<=50K,Private
22.0,13.0,White,Male,0.0,0.0,40.0,<=50K,Private
62.0,9.0,White,Male,0.0,0.0,78.0,>50K,Self-emp-not-inc
49.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
27.0,10.0,White,Male,3325.0,0.0,32.0,<=50K,State-gov
18.0,7.0,White,Female,0.0,0.0,40.0,<=50K,Private
20.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
40.0,13.0,White,Female,4650.0,0.0,48.0,<=50K,Private
57.0,14.0,White,Male,0.0,0.0,16.0,<=50K,Self-emp-not-inc
32.0,10.0,White,Female,0.0,0.0,36.0,<=50K,Private
40.0,9.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
33.0,9.0,White,Male,0.0,0.0,36.0,<=50K,Private
56.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
53.0,10.0,Black&more,Male,7430.0,0.0,32.0,>50K,Private
35.0,10.0,White,Male,0.0,0.0,48.0,<=50K,Self-emp-inc
64.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
35.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,State-gov
37.0,3.0,White,Male,0.0,0.0,29.0,<=50K,Private
25.0,4.0,White,Male,0.0,0.0,32.0,<=50K,Private
28.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
39.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Self-emp-not-inc
38.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
24.0,13.0,White,Female,0.0,0.0,50.0,<=50K,Private
32.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
50.0,9.0,White,Male,0.0,0.0,54.0,>50K,Private
44.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
47.0,10.0,White,Male,0.0,0.0,16.0,<=50K,Self-emp-not-inc
33.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
38.0,13.0,White,Male,0.0,0.0,40.0,<=50K,Private
23.0,13.0,White,Female,0.0,0.0,30.0,<=50K,Private
22.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
26.0,10.0,White,Male,0.0,0.0,42.0,>50K,Private
62.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
38.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
23.0,6.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
72.0,13.0,White,Male,1173.0,0.0,5.0,<=50K,Private
58.0,10.0,White,Female,0.0,0.0,20.0,>50K,Self-emp-inc
19.0,10.0,White,Female,0.0,0.0,25.0,<=50K,Private
33.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
40.0,10.0,White,Male,0.0,0.0,44.0,>50K,Private
37.0,14.0,White,Male,0.0,0.0,36.0,>50K,Private
27.0,10.0,White,Female,0.0,0.0,80.0,<=50K,State-gov
31.0,13.0,White,Male,0.0,0.0,44.0,>50K,Self-emp-inc
57.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
33.0,9.0,White,Male,0.0,0.0,28.0,<=50K,Private
22.0,9.0,White,Male,0.0,0.0,16.0,<=50K,Private
52.0,13.0,White,Female,0.0,2559.0,20.0,>50K,Private
44.0,11.0,White,Female,0.0,0.0,40.0,<=50K,Private
60.0,5.0,White,Male,0.0,0.0,32.0,<=50K,Private
33.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
35.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
53.0,16.0,White,Male,7430.0,0.0,40.0,>50K,State-gov
53.0,11.0,White,Male,0.0,0.0,32.0,<=50K,Private
72.0,9.0,White,Female,0.0,0.0,16.0,<=50K,Private
46.0,7.0,White,Male,0.0,0.0,36.0,>50K,Private
20.0,10.0,White,Female,0.0,0.0,25.0,<=50K,Private
37.0,10.0,White,Male,0.0,0.0,34.0,>50K,Private
36.0,14.0,White,Male,0.0,0.0,36.0,>50K,Federal-gov
52.0,14.0,White,Female,6849.0,0.0,60.0,<=50K,Private
42.0,1.0,White,Male,0.0,0.0,32.0,<=50K,Private
42.0,9.0,White,Male,4101.0,0.0,39.0,>50K,Private
28.0,9.0,Black&more,Male,0.0,0.0,28.0,<=50K,Private
57.0,14.0,White,Male,0.0,0.0,48.0,>50K,Private
40.0,13.0,White,Male,0.0,0.0,24.0,<=50K,Private
22.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
42.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
26.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Local-gov
53.0,3.0,White,Male,0.0,0.0,32.0,>50K,Self-emp-inc
30.0,13.0,White,Male,0.0,0.0,35.0,<=50K,Private
90.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
18.0,10.0,White,Female,0.0,0.0,24.0,<=50K,Private
25.0,10.0,White,Male,0.0,0.0,34.0,<=50K,Private
31.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
45.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
32.0,9.0,White,Female,0.0,0.0,5.0,<=50K,Self-emp-not-inc
34.0,10.0,White,Female,0.0,0.0,35.0,<=50K,Local-gov
69.0,9.0,White,Male,0.0,0.0,16.0,<=50K,Private
42.0,16.0,White,Male,0.0,0.0,35.0,>50K,Local-gov
25.0,7.0,White,Female,0.0,0.0,40.0,<=50K,Private
60.0,13.0,White,Male,14344.0,0.0,36.0,>50K,Private
56.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
32.0,11.0,White,Male,0.0,0.0,37.0,<=50K,Private
23.0,10.0,White,Female,0.0,0.0,60.0,<=50K,Private
50.0,12.0,White,Male,0.0,0.0,40.0,>50K,Private
29.0,9.0,White,Male,0.0,0.0,48.0,>50K,Private
37.0,14.0,White,Male,0.0,0.0,44.0,>50K,Private
28.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
38.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
20.0,10.0,White,Female,0.0,0.0,12.0,<=50K,Private
20.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
46.0,2.0,White,Male,0.0,0.0,32.0,<=50K,Private
29.0,9.0,White,Male,0.0,0.0,66.0,<=50K,Private
26.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
36.0,9.0,White,Male,0.0,1887.0,32.0,>50K,Private
54.0,14.0,White,Male,0.0,0.0,32.0,<=50K,Private
53.0,9.0,White,Female,0.0,0.0,30.0,<=50K,Private
72.0,9.0,White,Male,2329.0,0.0,32.0,<=50K,Private
36.0,9.0,White,Male,6723.0,0.0,32.0,>50K,Private
47.0,9.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
23.0,13.0,White,Female,0.0,0.0,20.0,<=50K,Private
61.0,10.0,White,Male,0.0,0.0,32.0,>50K,Federal-gov
34.0,13.0,White,Female,0.0,0.0,15.0,<=50K,Private
23.0,9.0,White,Male,0.0,0.0,36.0,<=50K,Private
33.0,13.0,White,Female,0.0,0.0,40.0,>50K,Private
31.0,6.0,White,Male,0.0,0.0,32.0,<=50K,Private
58.0,5.0,White,Male,0.0,0.0,32.0,<=50K,Private
45.0,16.0,White,Male,14084.0,0.0,32.0,>50K,Private
61.0,13.0,White,Female,0.0,0.0,24.0,<=50K,Private
61.0,10.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
27.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
52.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
18.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
41.0,10.0,White,Female,0.0,0.0,38.0,<=50K,Private
44.0,13.0,White,Male,0.0,0.0,28.0,>50K,Private
56.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
34.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
32.0,13.0,White,Male,0.0,1762.0,44.0,>50K,Private
56.0,4.0,White,Male,0.0,0.0,16.0,<=50K,Self-emp-not-inc
22.0,7.0,White,Female,0.0,0.0,20.0,<=50K,Private
78.0,13.0,White,Male,0.0,2392.0,32.0,>50K,Self-emp-inc
28.0,12.0,White,Male,0.0,0.0,26.0,<=50K,Private
32.0,13.0,White,Male,0.0,0.0,35.0,<=50K,Private
18.0,6.0,White,Male,0.0,0.0,32.0,<=50K,Never-worked
26.0,10.0,White,Male,0.0,0.0,48.0,<=50K,Private
26.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
35.0,13.0,White,Male,0.0,0.0,40.0,>50K,Private
33.0,9.0,White,Male,0.0,0.0,28.0,<=50K,Private
17.0,8.0,White,Female,0.0,0.0,30.0,<=50K,Private
34.0,9.0,White,Male,0.0,0.0,21.0,<=50K,Private
71.0,14.0,White,Male,9562.0,0.0,32.0,>50K,Self-emp-not-inc
48.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
59.0,16.0,White,Male,0.0,2415.0,36.0,>50K,Private
20.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
27.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
25.0,13.0,White,Male,0.0,0.0,32.0,<=50K,Private
27.0,16.0,White,Female,0.0,0.0,40.0,<=50K,Private
27.0,9.0,White,Male,0.0,1848.0,36.0,<=50K,Private
29.0,13.0,White,Female,0.0,0.0,40.0,<=50K,Private
24.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
26.0,9.0,White,Male,2885.0,0.0,32.0,<=50K,Private
36.0,9.0,Black&more,Female,0.0,0.0,28.0,<=50K,Private
48.0,9.0,White,Female,0.0,0.0,8.0,<=50K,Private
29.0,9.0,White,Male,0.0,0.0,40.0,<=50K,Private
36.0,9.0,White,Male,0.0,0.0,36.0,<=50K,Private
32.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
37.0,5.0,White,Male,0.0,0.0,57.0,>50K,Self-emp-not-inc
36.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
22.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
48.0,14.0,White,Female,0.0,0.0,52.0,<=50K,Local-gov
25.0,6.0,White,Female,0.0,0.0,40.0,<=50K,Private
32.0,9.0,White,Female,0.0,0.0,40.0,>50K,Private
55.0,10.0,White,Female,0.0,0.0,40.0,<=50K,Private
61.0,9.0,White,Male,0.0,1980.0,16.0,<=50K,Private
20.0,10.0,Black&more,Female,0.0,0.0,40.0,<=50K,Private
52.0,9.0,White,Male,0.0,0.0,32.0,>50K,Private
22.0,4.0,White,Male,0.0,0.0,32.0,<=50K,Private
52.0,10.0,White,Male,0.0,0.0,40.0,<=50K,Private
44.0,14.0,White,Male,0.0,0.0,32.0,>50K,Private
26.0,13.0,White,Male,0.0,0.0,24.0,<=50K,Private
27.0,9.0,White,Female,0.0,0.0,40.0,<=50K,Private
48.0,14.0,White,Male,99999.0,0.0,40.0,>50K,Private
40.0,11.0,Black&more,Male,0.0,0.0,32.0,<=50K,Private
37.0,5.0,Black&more,Female,0.0,0.0,48.0,<=50K,Private
22.0,10.0,White,Male,0.0,0.0,32.0,<=50K,Private
41.0,9.0,White,Male,2062.0,0.0,32.0,<=50K,Private
33.0,9.0,White,Male,0.0,0.0,32.0,<=50K,Private
55.0,9.0,White,Male,0.0,0.0,36.0,<=50K,Private
27.0,7.0,White,Male,0.0,0.0,34.0,<=50K,Private
32.0,4.0,White,Male,0.0,0.0,16.0,<=50K,State-gov
