Unnamed: 0,sex,age,race,c_charge_degree,priors_count,is_recid
5280,Female,23,African-American,M,2,neg
5480,Female,28,African-American,M,1,neg
2154,Male,44,Hispanic,M,0,pos
5855,Male,27,African-American,F,0,pos
234,Male,43,Caucasian,F,13,neg
54,Male,31,African-American,F,15,neg
7086,Male,34,African-American,F,1,pos
5287,Male,51,African-American,F,15,neg
2754,Male,37,African-American,F,22,neg
453,Male,20,Other,F,0,neg
400,Male,22,African-American,M,0,neg
1459,Male,30,Caucasian,F,6,pos
4940,Male,26,African-American,F,1,neg
3473,Male,38,Hispanic,M,0,pos
1096,Male,50,Caucasian,F,8,pos
925,Female,69,Hispanic,M,0,pos
4817,Female,31,Caucasian,F,0,neg
2590,Male,40,Hispanic,F,0,pos
2073,Male,27,African-American,F,13,neg
1349,Male,32,African-American,M,11,neg
597,Male,31,African-American,M,3,neg
1235,Male,60,African-American,F,12,pos
7077,Male,29,African-American,F,15,neg
1048,Female,50,Caucasian,M,30,neg
2715,Male,48,African-American,F,0,pos
4428,Female,39,Caucasian,M,0,neg
3793,Male,35,Caucasian,M,1,neg
5616,Male,27,Hispanic,M,1,pos
2075,Male,20,Caucasian,F,0,neg
4754,Male,20,Caucasian,F,0,neg
1190,Male,47,Caucasian,M,2,pos
3170,Male,35,African-American,F,7,pos
5630,Male,52,African-American,M,2,pos
1157,Male,37,Hispanic,F,4,neg
3514,Male,20,Other,M,3,neg
3279,Female,31,Caucasian,F,2,neg
1864,Male,29,Native American,F,1,pos
5552,Male,25,African-American,F,1,pos
2986,Male,37,Hispanic,M,1,pos
600,Male,40,African-American,F,0,pos
4128,Female,20,African-American,M,0,pos
6929,Male,31,Other,F,0,pos
1573,Female,45,Caucasian,M,1,pos
287,Male,37,Caucasian,F,3,pos
4702,Male,26,African-American,F,2,neg
2862,Male,55,Caucasian,M,1,pos
1023,Female,25,African-American,M,5,neg
814,Male,26,Caucasian,F,8,pos
3187,Male,22,Caucasian,F,2,neg
1851,Male,31,African-American,F,1,neg
5352,Male,40,Caucasian,M,0,pos
3037,Female,39,Hispanic,F,10,neg
4694,Male,39,Caucasian,F,2,pos
2812,Female,51,Caucasian,F,14,pos
4080,Male,22,African-American,F,0,neg
4843,Male,24,Caucasian,F,2,neg
664,Male,52,Hispanic,F,0,pos
4498,Male,32,Caucasian,F,11,pos
1700,Male,23,African-American,F,3,pos
4043,Female,37,African-American,F,1,pos
4,Male,43,Other,F,2,pos
574,Male,24,Caucasian,F,1,pos
701,Male,26,African-American,M,10,neg
6592,Female,42,African-American,F,1,pos
2416,Male,26,African-American,F,5,neg
1240,Male,29,African-American,F,4,neg
4347,Male,30,Caucasian,F,3,pos
1413,Male,34,Caucasian,F,0,pos
97,Female,54,Caucasian,M,0,pos
3578,Male,35,African-American,F,1,pos
2676,Male,27,Caucasian,F,1,pos
5853,Male,27,African-American,F,2,pos
6244,Male,49,Hispanic,M,0,pos
608,Male,37,Caucasian,M,2,pos
5593,Male,25,Hispanic,F,10,neg
872,Male,40,Caucasian,F,0,pos
4677,Male,45,Hispanic,F,8,pos
5523,Female,24,African-American,F,0,pos
6394,Male,29,African-American,F,3,neg
3336,Male,50,Caucasian,F,26,neg
4459,Male,22,African-American,F,0,neg
1200,Male,49,Caucasian,F,8,neg
4177,Male,22,Caucasian,F,1,pos
2680,Male,55,Caucasian,F,1,pos
5107,Male,24,African-American,F,1,neg
7144,Female,30,Caucasian,F,3,pos
3868,Male,24,African-American,F,5,neg
3668,Male,58,Caucasian,F,1,pos
4753,Male,26,African-American,M,7,neg
3294,Female,26,African-American,F,5,neg
6708,Male,39,African-American,M,2,neg
1186,Male,52,African-American,F,3,pos
6833,Male,51,Caucasian,F,0,pos
2636,Male,39,African-American,F,1,pos
566,Male,24,Hispanic,F,8,pos
4075,Male,25,African-American,F,1,pos
1287,Male,30,Other,F,0,pos
2456,Male,36,African-American,F,15,pos
3136,Male,31,Caucasian,M,6,neg
91,Male,21,Other,F,1,neg
2987,Male,28,African-American,M,9,pos
4532,Male,31,Caucasian,F,1,neg
1376,Male,26,Caucasian,F,0,pos
5182,Male,55,Caucasian,M,0,pos
4650,Male,33,African-American,M,15,neg
4698,Male,22,Hispanic,M,0,pos
736,Male,29,African-American,F,0,pos
1517,Male,22,Hispanic,M,0,neg
6992,Male,21,African-American,M,1,pos
1036,Female,53,Caucasian,M,0,pos
6197,Male,46,Caucasian,M,0,pos
5091,Male,34,Caucasian,F,1,pos
5459,Male,56,Other,F,6,neg
474,Male,20,African-American,F,1,neg
340,Male,30,Other,F,1,neg
7096,Male,65,Hispanic,M,2,neg
3383,Male,27,African-American,M,3,pos
2795,Male,30,African-American,F,12,neg
4157,Male,21,African-American,F,2,neg
140,Male,59,Caucasian,F,1,neg
6393,Male,31,Other,M,1,pos
5200,Male,37,Caucasian,F,0,pos
1663,Male,49,Caucasian,F,1,neg
7071,Male,66,Caucasian,M,0,pos
5356,Male,48,Asian,F,0,pos
5895,Male,22,African-American,M,1,neg
6465,Male,23,African-American,F,8,neg
5751,Male,32,Caucasian,M,4,neg
1830,Female,49,African-American,M,14,neg
6555,Male,20,African-American,M,0,neg
2770,Male,31,Caucasian,F,4,neg
4597,Male,33,African-American,M,16,neg
2764,Male,35,African-American,F,0,pos
2631,Male,27,Caucasian,M,7,neg
931,Male,32,African-American,F,14,neg
3283,Male,21,Caucasian,M,1,neg
274,Male,66,African-American,F,8,neg
6221,Male,28,Caucasian,F,0,pos
3758,Male,51,African-American,F,3,pos
6770,Male,23,Caucasian,M,0,pos
853,Male,48,Caucasian,F,1,pos
280,Male,35,African-American,F,2,pos
4371,Female,24,African-American,F,3,pos
4328,Male,30,Hispanic,F,1,neg
414,Male,53,African-American,F,11,pos
1958,Male,50,African-American,F,0,pos
978,Male,21,African-American,F,0,neg
215,Male,28,African-American,M,2,pos
2286,Female,27,African-American,M,2,neg
2329,Male,23,Hispanic,F,0,pos
4746,Male,27,African-American,M,2,neg
2781,Male,37,African-American,M,0,pos
5055,Male,20,African-American,F,2,neg
4555,Male,33,African-American,M,0,neg
6136,Male,31,Caucasian,F,1,neg
6224,Male,34,African-American,F,22,neg
2496,Male,27,African-American,F,8,neg
4252,Male,22,African-American,F,0,neg
679,Male,29,Hispanic,F,7,neg
4907,Male,80,Caucasian,M,0,pos
4290,Male,28,Hispanic,F,2,pos
266,Male,27,African-American,F,4,pos
2983,Male,33,Caucasian,F,3,pos
2976,Male,27,African-American,M,2,neg
310,Male,37,Caucasian,F,5,pos
498,Female,22,Hispanic,F,2,neg
1436,Male,52,Caucasian,F,1,pos
1893,Male,33,African-American,M,2,neg
2608,Male,25,Caucasian,F,2,neg
3875,Male,27,African-American,F,2,pos
999,Male,22,Hispanic,M,1,neg
2143,Male,37,Caucasian,F,11,neg
3555,Male,50,African-American,M,2,neg
4383,Male,39,Caucasian,F,10,neg
2325,Male,67,African-American,M,4,pos
5056,Male,52,African-American,M,0,pos
738,Male,50,African-American,F,11,pos
734,Male,23,African-American,F,6,neg
3727,Male,26,Caucasian,M,1,pos
2010,Male,61,African-American,F,5,pos
3029,Female,24,Caucasian,F,1,pos
560,Male,41,Caucasian,F,1,pos
5755,Male,21,African-American,F,1,pos
886,Male,51,African-American,F,3,pos
1801,Male,47,African-American,F,23,neg
2942,Male,32,African-American,F,9,pos
5251,Male,31,African-American,F,13,neg
348,Male,47,African-American,F,3,pos
948,Male,54,African-American,F,0,pos
379,Female,24,African-American,F,0,pos
3507,Male,52,Caucasian,F,16,neg
4113,Male,27,Caucasian,F,1,pos
4072,Male,53,African-American,F,15,neg
3392,Male,54,African-American,F,11,pos
5087,Male,38,African-American,M,8,pos
1466,Male,21,African-American,F,1,pos
4903,Male,27,Caucasian,M,0,pos
6158,Male,32,African-American,F,4,neg
6891,Female,28,Caucasian,F,5,neg
3272,Male,32,African-American,F,0,neg
6939,Male,41,Caucasian,F,1,neg
6500,Male,28,African-American,F,11,neg
4361,Female,30,Caucasian,F,4,pos
696,Male,28,African-American,M,2,pos
4166,Male,48,African-American,F,8,neg
1793,Male,41,Hispanic,M,1,pos
2643,Male,53,African-American,M,0,pos
5275,Male,27,African-American,F,13,neg
1234,Male,27,Other,F,1,pos
6375,Female,22,African-American,M,1,pos
5421,Male,37,Hispanic,F,6,neg
787,Male,31,Caucasian,M,0,pos
186,Male,57,Hispanic,F,1,pos
3779,Male,65,African-American,M,7,pos
7200,Female,20,African-American,M,0,neg
698,Male,44,African-American,F,1,pos
1629,Male,37,African-American,F,8,neg
4232,Male,31,African-American,F,15,pos
6181,Female,48,Caucasian,F,0,pos
1118,Male,33,African-American,M,12,neg
3155,Male,31,African-American,M,6,neg
2387,Male,23,African-American,F,1,neg
3523,Male,37,Caucasian,F,7,neg
5832,Male,22,African-American,F,1,neg
5257,Male,49,Caucasian,F,8,pos
2459,Male,56,African-American,M,1,pos
2879,Male,40,African-American,F,6,pos
6299,Male,27,African-American,F,6,pos
4116,Male,32,African-American,M,0,pos
5501,Female,39,African-American,F,3,pos
1926,Male,62,Hispanic,M,0,pos
2110,Male,20,African-American,F,0,neg
543,Male,27,African-American,F,5,neg
7047,Male,41,African-American,F,18,neg
2266,Male,46,Caucasian,M,2,pos
6578,Female,53,African-American,F,0,pos
3881,Male,29,Caucasian,F,2,pos
3062,Male,20,African-American,M,0,neg
7043,Male,28,African-American,F,2,neg
5577,Female,31,Caucasian,M,0,pos
2565,Male,22,African-American,F,0,neg
1862,Male,25,Hispanic,F,1,pos
3067,Male,34,Hispanic,F,0,pos
1737,Male,31,African-American,M,0,pos
6316,Female,38,Caucasian,F,0,pos
645,Male,30,African-American,F,8,neg
3206,Male,24,Caucasian,M,0,neg
1463,Male,25,African-American,F,5,neg
594,Male,32,Hispanic,F,1,pos
4374,Male,39,African-American,F,35,pos
6413,Female,21,African-American,F,0,neg
1101,Male,24,Hispanic,F,0,neg
6662,Male,28,African-American,F,5,neg
1561,Male,22,African-American,F,0,pos
2103,Male,25,African-American,F,0,neg
2484,Male,32,African-American,F,16,neg
6028,Female,48,Caucasian,F,17,pos
5670,Female,41,African-American,M,0,pos
3798,Male,34,African-American,M,7,pos
7009,Female,29,African-American,F,7,neg
4388,Male,33,Caucasian,F,0,pos
5446,Female,56,Caucasian,M,0,pos
2931,Male,60,African-American,F,19,neg
6191,Male,21,African-American,F,0,pos
2681,Male,26,African-American,M,13,neg
110,Male,38,Caucasian,M,5,neg
5800,Female,25,Caucasian,M,0,pos
5467,Female,48,African-American,F,18,neg
2197,Male,28,African-American,F,1,neg
89,Male,36,African-American,F,9,neg
2117,Male,29,African-American,F,12,neg
1063,Male,30,African-American,F,8,neg
5598,Male,32,African-American,F,1,pos
3217,Male,25,Other,F,1,pos
3088,Male,31,African-American,F,4,pos
1280,Male,60,Hispanic,F,1,pos
1646,Male,35,African-American,F,23,neg
3633,Male,24,African-American,F,14,neg
3350,Male,35,African-American,M,2,pos
2093,Female,27,Other,M,0,pos
5194,Male,25,African-American,F,0,pos
1084,Male,25,Caucasian,M,2,pos
2820,Male,27,African-American,M,6,neg
2126,Male,52,Caucasian,F,2,pos
3120,Male,45,Caucasian,F,3,pos
1885,Male,35,African-American,F,7,neg
4864,Male,28,Caucasian,F,0,neg
4825,Male,40,Hispanic,F,0,pos
2107,Male,26,Other,M,0,pos
1750,Male,49,African-American,M,1,pos
7024,Male,49,Caucasian,F,3,neg
4944,Female,43,African-American,M,9,pos
6193,Male,25,African-American,F,1,neg
4139,Male,23,African-American,M,2,neg
5794,Male,50,Caucasian,F,1,pos
2906,Male,29,African-American,M,1,neg
1894,Male,33,African-American,F,10,neg
3388,Male,50,Caucasian,F,1,pos
4058,Female,23,Caucasian,M,2,pos
4089,Male,38,Caucasian,M,5,neg
6824,Male,43,African-American,F,2,pos
2503,Male,53,African-American,F,2,neg
2934,Male,25,Caucasian,F,9,neg
6116,Female,28,Caucasian,F,2,neg
2482,Male,24,Caucasian,M,2,pos
4870,Male,43,Caucasian,M,0,pos
764,Female,53,African-American,F,0,pos
5937,Male,29,Caucasian,M,2,neg
2569,Female,37,African-American,F,13,neg
1087,Male,20,Caucasian,M,0,neg
3696,Female,28,Caucasian,F,2,pos
1579,Male,46,Caucasian,F,0,pos
3747,Male,22,African-American,F,2,neg
6236,Female,40,Caucasian,M,0,pos
216,Male,45,African-American,F,3,pos
3787,Female,33,Hispanic,F,2,neg
5619,Male,48,Caucasian,F,2,neg
3778,Male,51,African-American,F,19,pos
537,Male,35,African-American,F,0,pos
2534,Male,53,Caucasian,M,0,pos
3582,Male,22,African-American,F,0,pos
5364,Male,27,African-American,F,1,neg
828,Male,35,African-American,F,13,neg
3157,Male,31,Hispanic,F,8,neg
5677,Male,59,Hispanic,F,0,pos
3367,Male,37,African-American,F,23,neg
372,Male,21,African-American,F,4,neg
6731,Male,29,Caucasian,F,0,pos
4237,Female,21,African-American,F,0,neg
382,Male,24,Caucasian,M,1,pos
2279,Male,35,African-American,F,3,neg
4481,Male,51,Caucasian,M,3,neg
1213,Male,36,African-American,F,1,neg
1678,Male,23,African-American,F,0,pos
835,Male,52,African-American,M,9,neg
7098,Female,27,Caucasian,M,0,neg
3704,Female,35,Caucasian,M,1,pos
4917,Male,39,Hispanic,M,0,neg
481,Male,34,Hispanic,F,4,neg
3587,Male,22,African-American,F,3,pos
5686,Male,35,African-American,F,16,neg
7203,Male,44,Hispanic,F,0,pos
2223,Male,31,African-American,F,10,neg
2794,Male,49,Other,M,0,neg
4217,Male,31,Hispanic,M,0,pos
1819,Male,25,African-American,F,0,pos
6202,Male,24,Other,M,0,pos
2650,Male,33,Hispanic,M,1,pos
6283,Male,54,Caucasian,F,0,pos
1008,Male,20,African-American,F,1,neg
2304,Female,20,African-American,F,0,pos
1214,Male,29,African-American,M,0,neg
2201,Male,31,African-American,F,15,neg
3509,Male,45,African-American,M,0,pos
6129,Male,29,African-American,M,8,pos
3054,Male,49,Caucasian,F,5,neg
5317,Female,55,African-American,M,1,pos
1746,Male,25,African-American,F,5,pos
3297,Male,30,Caucasian,F,3,pos
6912,Female,25,African-American,F,1,pos
2255,Female,21,Caucasian,F,0,pos
613,Male,25,African-American,F,4,neg
5086,Male,32,Caucasian,F,2,pos
5286,Male,25,Caucasian,F,4,pos
6321,Male,22,African-American,M,0,pos
2528,Male,22,African-American,F,1,neg
5002,Male,32,Other,F,0,pos
2169,Male,48,Caucasian,F,9,pos
6254,Male,25,African-American,F,1,neg
2084,Male,22,Caucasian,F,0,neg
2659,Male,28,African-American,F,2,neg
2637,Female,22,Caucasian,F,2,pos
2564,Male,35,Caucasian,M,4,pos
6765,Male,62,African-American,M,0,pos
6538,Male,45,Caucasian,F,5,neg
1904,Male,21,Hispanic,M,1,neg
7001,Male,23,African-American,F,10,neg
3308,Male,42,Caucasian,M,2,pos
1730,Male,51,Hispanic,M,3,pos
6634,Male,25,African-American,F,7,neg
1030,Male,39,Caucasian,F,1,pos
3142,Male,31,Other,F,5,pos
6980,Male,33,Caucasian,F,2,pos
4210,Male,36,African-American,M,4,pos
641,Male,30,African-American,F,0,pos
1705,Male,27,Caucasian,M,0,neg
2801,Male,29,African-American,M,4,pos
3859,Male,27,African-American,M,0,neg
426,Male,58,African-American,M,21,neg
6036,Male,56,Caucasian,F,6,pos
6146,Male,31,African-American,M,1,pos
6558,Male,20,African-American,F,0,pos
4938,Female,23,Caucasian,M,0,pos
572,Male,26,Hispanic,F,4,pos
657,Male,22,African-American,F,3,pos
1246,Male,27,Other,F,0,pos
7174,Male,19,African-American,F,1,neg
1483,Male,25,Caucasian,M,5,neg
6801,Male,45,Hispanic,F,3,pos
1370,Male,31,Caucasian,F,10,neg
7075,Male,22,Asian,M,1,pos
7074,Female,45,African-American,M,9,neg
4039,Male,29,African-American,F,6,neg
1975,Male,32,African-American,F,21,neg
2549,Female,50,African-American,F,5,pos
2663,Male,28,Caucasian,F,4,neg
965,Female,23,African-American,M,6,pos
6187,Male,27,African-American,F,11,neg
1645,Male,22,African-American,F,13,neg
4211,Female,43,Caucasian,M,22,neg
3970,Male,31,Caucasian,F,17,neg
6153,Female,26,Other,F,1,pos
6307,Male,27,African-American,F,6,neg
966,Male,35,African-American,M,1,pos
650,Male,31,African-American,F,0,neg
4256,Male,24,Caucasian,F,0,pos
2751,Male,40,African-American,F,7,pos
2842,Male,40,Other,F,8,neg
5865,Male,23,Caucasian,F,1,neg
5699,Male,41,African-American,F,19,neg
5851,Male,37,Caucasian,M,1,neg
6857,Male,48,African-American,M,11,neg
6291,Female,36,Hispanic,F,9,neg
5177,Male,22,African-American,F,0,neg
5316,Male,27,African-American,F,4,neg
6530,Male,39,African-American,F,0,pos
1991,Male,46,African-American,F,5,neg
1789,Male,45,Hispanic,M,1,pos
411,Male,56,Caucasian,M,0,pos
5555,Male,31,Caucasian,F,1,pos
2994,Male,31,Caucasian,F,9,neg
1577,Male,48,Hispanic,M,1,pos
3844,Male,31,Other,M,0,pos
4965,Male,25,Caucasian,F,3,neg
3499,Male,24,African-American,M,0,neg
6410,Male,39,African-American,M,2,pos
4270,Male,26,Caucasian,F,2,pos
1279,Male,37,Caucasian,M,1,neg
3203,Male,24,African-American,M,9,neg
3873,Male,25,Caucasian,M,1,neg
107,Male,59,African-American,F,14,neg
2501,Female,31,Caucasian,M,1,neg
2897,Male,53,Caucasian,M,1,neg
294,Male,38,Hispanic,F,3,neg
3550,Male,36,African-American,M,19,neg
2729,Female,40,Caucasian,F,4,neg
2632,Male,34,African-American,F,11,neg
1356,Male,35,African-American,M,3,pos
5296,Female,58,Caucasian,M,0,pos
2717,Male,19,African-American,F,3,neg
4799,Male,25,African-American,F,3,pos
4149,Male,25,African-American,M,0,pos
6379,Male,49,Hispanic,M,2,neg
4589,Male,30,Caucasian,F,0,neg
1461,Male,24,African-American,F,4,pos
4336,Male,55,African-American,F,0,pos
6749,Male,40,African-American,F,1,pos
6984,Male,21,Caucasian,M,0,pos
6828,Male,63,African-American,M,16,pos
808,Male,24,African-American,F,1,neg
6611,Male,27,Hispanic,F,1,neg
1618,Male,34,Caucasian,F,9,neg
4593,Female,32,African-American,M,0,neg
963,Male,52,African-American,M,6,neg
6256,Male,30,Caucasian,M,3,neg
644,Male,29,Caucasian,F,3,neg
4121,Male,24,African-American,F,7,neg
4871,Male,22,African-American,F,1,pos
1670,Male,38,African-American,F,6,neg
5269,Female,67,African-American,F,0,pos
4042,Male,35,African-American,M,4,pos
4538,Male,21,Caucasian,F,1,neg
4905,Male,42,Caucasian,F,2,neg
1077,Male,32,Caucasian,M,6,pos
2999,Female,46,African-American,M,7,pos
125,Female,64,Caucasian,M,2,pos
7113,Female,28,African-American,F,5,pos
5749,Female,36,African-American,F,4,pos
6434,Male,35,African-American,F,4,neg
3502,Male,26,African-American,M,0,neg
3411,Male,29,Hispanic,F,0,pos
430,Male,57,African-American,F,1,neg
1447,Male,32,Caucasian,F,3,pos
907,Male,28,Hispanic,F,1,pos
5796,Male,51,Hispanic,M,0,pos
3669,Female,29,Caucasian,M,1,neg
518,Male,59,African-American,F,10,neg
2419,Male,19,Other,M,0,neg
3914,Male,32,Caucasian,F,2,pos
213,Male,56,Caucasian,F,7,neg
1366,Male,59,Caucasian,F,17,neg
2166,Male,30,Caucasian,F,2,pos
5204,Male,34,African-American,M,1,pos
4646,Male,24,Other,F,4,neg
6403,Male,63,Caucasian,F,1,pos
6633,Female,29,Other,M,2,neg
5693,Male,35,African-American,F,0,pos
1772,Male,54,Caucasian,M,0,pos
4491,Male,58,Caucasian,M,3,pos
4403,Male,34,Other,F,0,pos
3240,Male,23,African-American,F,4,neg
6566,Male,21,Other,F,0,neg
3794,Female,36,African-American,F,1,neg
1915,Male,22,African-American,F,3,neg
4721,Male,27,African-American,F,1,pos
2904,Female,61,Caucasian,M,0,pos
2899,Female,32,Hispanic,M,1,pos
2690,Male,33,Caucasian,F,7,neg
5338,Male,56,African-American,F,1,pos
35,Male,26,Caucasian,M,6,pos
5336,Male,61,Caucasian,F,1,neg
885,Male,24,Hispanic,F,3,neg
6210,Male,38,African-American,F,14,pos
1046,Female,31,African-American,F,0,pos
7030,Male,32,Caucasian,F,4,neg
3133,Male,44,African-American,F,0,pos
1115,Male,30,African-American,F,10,pos
4655,Male,22,African-American,F,0,neg
4038,Male,31,African-American,F,15,pos
7141,Male,25,Caucasian,M,7,neg
1028,Male,42,African-American,M,13,neg
1144,Male,23,Caucasian,F,0,neg
937,Male,25,African-American,M,2,neg
1390,Male,36,African-American,F,0,pos
6360,Female,21,African-American,F,1,pos
6089,Female,34,Caucasian,M,4,pos
154,Male,63,Hispanic,F,1,pos
7069,Male,67,Caucasian,F,1,pos
2915,Male,49,Caucasian,M,1,pos
2019,Female,41,African-American,F,4,neg
4923,Male,24,Caucasian,F,0,pos
6852,Female,45,Hispanic,M,0,pos
5977,Male,30,African-American,M,2,pos
1825,Male,28,African-American,F,8,neg
939,Female,26,Caucasian,F,0,pos
3244,Female,33,Caucasian,M,1,neg
452,Male,41,Caucasian,M,0,neg
3017,Male,27,African-American,F,7,neg
805,Male,29,Other,M,3,pos
656,Male,47,African-American,F,20,pos
6053,Male,56,Caucasian,F,1,neg
4265,Male,25,African-American,M,0,neg
5132,Male,26,African-American,F,7,pos
3924,Male,34,African-American,M,4,pos
5961,Male,25,African-American,F,5,pos
3810,Male,25,Caucasian,M,0,neg
2032,Male,60,African-American,F,0,neg
6620,Male,66,African-American,F,5,neg
4469,Female,51,Caucasian,M,0,neg
4399,Female,30,Caucasian,M,0,pos
1223,Male,35,African-American,M,0,pos
2872,Male,24,African-American,M,0,pos
3504,Male,27,African-American,M,1,pos
1870,Male,39,Caucasian,M,0,pos
6298,Male,53,Caucasian,F,9,neg
6078,Female,40,Caucasian,M,0,pos
1320,Male,26,African-American,F,0,neg
1164,Male,41,African-American,M,9,neg
6540,Female,55,Caucasian,F,0,pos
1545,Female,28,African-American,M,0,pos
6758,Male,31,African-American,F,6,pos
1267,Male,44,Caucasian,M,0,pos
6077,Female,29,African-American,F,0,pos
4929,Male,44,Hispanic,M,0,pos
450,Male,45,African-American,F,16,pos
6657,Female,27,African-American,F,10,neg
5829,Male,40,African-American,F,0,neg
305,Female,21,African-American,M,0,pos
7084,Male,25,Caucasian,M,3,neg
1660,Male,20,African-American,F,0,neg
6373,Female,39,African-American,F,0,neg
5284,Male,58,Caucasian,M,10,neg
1743,Male,66,Caucasian,F,1,pos
4974,Male,50,Caucasian,M,9,neg
5205,Male,28,Other,M,0,pos
4127,Female,25,Caucasian,F,6,pos
5445,Male,28,African-American,F,12,neg
744,Male,21,African-American,F,0,neg
4122,Male,32,Caucasian,M,0,pos
1333,Male,23,African-American,M,0,pos
3838,Male,24,African-American,F,1,pos
403,Male,68,Caucasian,F,2,pos
4204,Male,50,African-American,M,0,pos
7204,Male,30,African-American,M,2,pos
2804,Male,53,Other,M,4,neg
1481,Male,54,Caucasian,M,14,neg
4681,Male,21,African-American,M,0,pos
6757,Male,49,Caucasian,F,2,neg
3150,Female,35,African-American,F,2,pos
4466,Male,45,Other,M,0,pos
4782,Male,34,African-American,M,19,pos
5917,Male,20,Hispanic,F,0,pos
2248,Female,33,Caucasian,F,2,pos
438,Male,36,Caucasian,M,2,pos
2364,Male,44,African-American,F,0,pos
6543,Male,37,African-American,M,5,neg
5330,Male,27,African-American,F,5,neg
4934,Male,23,African-American,F,1,neg
1925,Male,36,Other,M,0,pos
3141,Female,30,African-American,F,10,neg
6768,Female,24,African-American,M,1,neg
4193,Female,42,Caucasian,M,0,pos
5348,Female,27,African-American,M,2,pos
4233,Male,53,Caucasian,M,0,pos
3848,Male,22,African-American,M,0,neg
908,Male,28,Hispanic,F,1,pos
5178,Female,24,Caucasian,M,0,neg
1043,Male,32,African-American,M,2,pos
5261,Male,40,African-American,F,1,neg
5586,Male,24,Caucasian,F,0,pos
616,Male,29,Caucasian,M,2,neg
7006,Female,45,African-American,F,0,pos
6438,Male,29,African-American,M,2,pos
2393,Male,28,African-American,F,1,neg
1441,Male,32,African-American,F,2,neg
5891,Male,22,Caucasian,M,2,neg
2822,Male,49,African-American,M,6,neg
4751,Male,56,African-American,F,9,pos
3577,Male,25,African-American,F,9,neg
6854,Male,43,Hispanic,M,1,neg
2258,Male,23,African-American,M,1,neg
5450,Male,29,Other,F,0,pos
2930,Male,25,African-American,M,0,pos
6642,Male,21,African-American,F,1,pos
2376,Male,44,Caucasian,M,16,pos
7104,Male,27,African-American,M,0,neg
295,Male,34,Caucasian,M,5,pos
4006,Male,20,Caucasian,F,0,pos
5045,Male,67,Caucasian,F,2,pos
4937,Male,30,African-American,F,1,pos
4544,Female,44,Caucasian,M,0,pos
4185,Female,29,Caucasian,F,6,neg
6831,Male,42,African-American,F,1,pos
5689,Female,26,African-American,F,1,pos
4835,Female,34,African-American,M,1,pos
2886,Male,34,Caucasian,M,0,pos
4550,Male,21,African-American,F,0,pos
158,Female,26,African-American,M,2,neg
888,Male,32,African-American,F,4,pos
1607,Male,58,Caucasian,F,3,neg
961,Female,20,African-American,F,0,pos
2338,Male,52,African-American,F,0,pos
6140,Male,36,Caucasian,M,3,pos
4482,Female,39,Caucasian,F,2,neg
5703,Male,25,Caucasian,F,0,pos
1569,Male,36,African-American,F,5,pos
423,Male,20,African-American,F,0,neg
4135,Male,38,African-American,F,9,neg
3649,Female,33,Caucasian,F,1,pos
3066,Male,40,Caucasian,M,0,pos
356,Male,21,Caucasian,F,2,pos
1657,Male,51,Caucasian,M,0,pos
6367,Male,38,Caucasian,F,0,neg
4467,Male,21,African-American,F,2,pos
3082,Male,38,Caucasian,F,17,pos
643,Male,22,Caucasian,F,2,neg
6120,Female,41,Hispanic,F,0,pos
6604,Male,22,Caucasian,F,0,pos
6793,Male,25,African-American,M,2,neg
6095,Female,20,Caucasian,F,1,pos
1163,Male,21,Hispanic,F,0,pos
6231,Male,61,African-American,M,8,pos
4758,Male,26,Caucasian,M,5,pos
5373,Male,27,Other,F,6,neg
5921,Male,43,African-American,M,3,neg
2497,Male,61,Caucasian,M,0,pos
3713,Male,32,Caucasian,F,3,neg
3023,Male,30,Caucasian,M,0,neg
1482,Male,37,Other,M,6,pos
3239,Male,33,African-American,F,4,neg
1933,Male,36,African-American,F,2,pos
3378,Male,22,Other,F,0,neg
4484,Male,22,African-American,M,0,neg
2322,Male,21,African-American,F,1,pos
1720,Male,46,Caucasian,F,0,pos
5193,Male,25,African-American,F,0,pos
4676,Male,29,African-American,F,1,neg
398,Male,36,African-American,F,14,neg
4033,Male,33,Caucasian,F,0,pos
2660,Male,37,African-American,M,3,neg
4660,Male,40,Asian,F,0,pos
2520,Male,62,African-American,M,3,neg
1351,Male,66,Other,M,0,pos
6084,Male,23,Caucasian,F,4,neg
1718,Female,29,African-American,M,1,neg
5912,Male,30,Caucasian,M,4,neg
652,Female,27,African-American,F,9,neg
1275,Male,47,Hispanic,F,1,pos
957,Male,54,African-American,M,4,neg
4117,Male,27,Caucasian,F,5,pos
827,Male,39,Caucasian,M,2,neg
6345,Male,22,African-American,M,0,neg
3703,Male,21,African-American,F,0,neg
381,Male,28,African-American,M,1,pos
4914,Male,21,Caucasian,F,0,neg
6228,Male,24,African-American,M,0,neg
2033,Male,30,African-American,F,2,pos
390,Male,29,African-American,F,7,neg
3232,Female,27,Caucasian,F,2,neg
4680,Male,42,African-American,F,5,neg
508,Male,52,Caucasian,M,4,pos
306,Male,21,African-American,F,1,neg
3955,Male,23,African-American,M,0,pos
1875,Male,39,Other,F,6,pos
16,Male,37,Hispanic,M,0,pos
3506,Male,56,Caucasian,F,0,pos
2864,Male,21,African-American,F,1,neg
2978,Male,40,African-American,M,24,neg
6121,Male,22,African-American,F,0,pos
431,Male,27,Caucasian,M,3,pos
